gene_id,d0,d2,d4,d6,d15,d20,d40,d60
ENSG00000065675,13.49,4.56,4.01,0.13,0.58,0.75,0.34,0.0
ENSG00000065717,6.16,0.8,3.27,6.2,29.0,27.61,34.11,25.22
ENSG00000065802,32.54,32.88,26.68,31.1,25.73,41.15,31.82,7.88
ENSG00000065809,36.17,29.44,40.21,45.42,19.38,14.26,28.29,31.13
ENSG00000065833,5.5,3.29,1.36,8.21,4.58,17.09,17.14,9.73
ENSG00000065882,97.29,83.48,110.93,121.13,109.4,187.63,110.15,67.89
ENSG00000065883,27.73,32.61,31.28,29.35,22.79,24.54,26.64,21.63
ENSG00000065911,208.02,158.72,62.29,76.26,143.87,66.71,129.07,78.71
ENSG00000065923,11.03,6.34,1.25,3.53,5.27,6.12,4.49,1.49
ENSG00000065970,6.02,5.69,12.95,17.65,14.59,18.49,20.05,12.0
ENSG00000065978,1634.08,1569.02,1331.9,1176.65,983.56,1213.85,1039.97,841.45
ENSG00000065989,3.08,2.63,6.29,1.87,0.76,1.75,4.29,1.79
ENSG00000066027,18.01,15.55,16.78,23.66,27.81,34.71,44.57,14.14
ENSG00000066032,6.53,4.08,11.36,15.94,1.09,0.35,2.47,0.41
ENSG00000066044,160.15,149.7,137.72,162.21,71.89,86.29,73.47,29.78
ENSG00000066056,2.0,0.96,0.47,0.13,2.03,0.84,2.78,0.31
ENSG00000066084,13.34,12.08,18.42,27.1,16.38,19.74,17.17,6.54
ENSG00000066117,136.59,133.33,133.33,71.28,26.07,28.44,32.3,17.73
ENSG00000066135,68.37,28.12,46.76,32.46,31.04,33.79,46.68,13.62
ENSG00000066136,41.59,51.23,54.68,90.54,119.2,80.11,92.43,61.64
ENSG00000066185,0.19,0.22,0.53,0.21,1.21,1.58,1.05,0.52
ENSG00000066230,0.87,0.87,1.23,0.61,1.74,0.69,1.49,0.24
ENSG00000066248,2.65,1.62,10.69,3.2,0.73,1.3,0.32,0.04
ENSG00000066279,19.17,16.55,21.33,20.85,2.19,9.26,8.88,4.6
ENSG00000066294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000066322,18.45,23.51,27.07,27.41,16.11,40.21,33.8,7.48
ENSG00000066336,0.12,0.83,0.0,0.24,0.12,0.13,0.45,0.0
ENSG00000066379,39.36,40.24,40.68,19.67,20.31,22.37,20.7,5.8
ENSG00000066382,5.59,2.14,18.69,206.61,46.02,36.92,50.33,25.78
ENSG00000066405,0.0,0.0,0.0,0.66,0.11,0.0,0.0,0.0
ENSG00000066422,6.93,6.77,6.88,9.81,4.14,4.86,7.94,6.85
ENSG00000066427,26.56,24.23,27.8,24.92,13.5,17.23,16.62,9.72
ENSG00000066455,25.31,23.72,25.88,30.83,21.76,21.84,32.98,23.56
ENSG00000066468,46.4,40.9,71.45,44.7,17.52,19.69,17.2,8.54
ENSG00000066557,23.33,20.53,18.5,23.9,11.73,10.08,17.41,9.7
ENSG00000066583,39.68,45.72,33.62,51.79,83.71,76.82,104.6,42.03
ENSG00000066629,19.77,19.94,21.24,9.41,12.36,14.78,26.8,22.46
ENSG00000066651,15.86,16.93,18.92,21.67,13.25,11.85,14.69,12.41
ENSG00000066654,39.69,43.3,41.26,33.8,16.21,15.27,27.54,18.53
ENSG00000066697,50.03,39.12,35.88,39.55,33.36,45.92,34.51,25.5
ENSG00000066735,22.6,20.68,25.64,5.69,12.52,8.37,3.31,0.17
ENSG00000066739,5.82,5.33,8.87,13.23,7.41,11.16,12.84,9.28
ENSG00000066777,45.85,30.2,27.96,27.33,19.71,20.06,19.85,14.14
ENSG00000066813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000066827,6.14,3.55,8.38,6.91,7.0,3.52,6.7,3.47
ENSG00000066855,33.93,28.69,34.64,28.38,15.25,17.23,13.56,11.01
ENSG00000066923,1.41,0.73,1.1,1.0,1.04,0.14,0.37,0.86
ENSG00000066926,25.58,19.28,16.45,19.97,19.64,39.21,25.5,11.3
ENSG00000066933,5.82,4.61,10.54,10.81,8.34,16.93,14.94,9.03
ENSG00000067048,0.1,0.0,0.03,0.05,0.12,0.19,0.0,0.0
ENSG00000067057,90.47,61.66,114.39,289.21,789.56,384.23,301.2,33.14
ENSG00000067064,68.11,43.62,43.47,57.07,24.76,40.28,26.74,14.89
ENSG00000067066,0.38,0.45,0.63,0.15,1.74,8.81,29.3,18.38
ENSG00000067082,15.27,24.39,27.13,18.46,33.7,45.82,52.17,16.04
ENSG00000067113,19.42,15.12,24.94,11.78,11.19,16.89,24.07,16.34
ENSG00000067141,55.44,61.76,336.81,95.53,35.98,52.16,135.53,51.7
ENSG00000067167,64.56,57.92,50.46,74.82,50.79,57.73,112.7,72.95
ENSG00000067177,5.42,3.35,4.95,8.23,10.43,8.81,7.2,2.76
ENSG00000067182,41.56,54.01,38.76,29.76,27.49,60.96,87.65,23.62
ENSG00000067191,6.81,3.63,6.04,6.51,18.96,19.45,12.22,4.06
ENSG00000067208,7.23,6.4,10.87,14.52,10.96,26.48,19.21,17.3
ENSG00000067221,1.55,1.76,2.33,1.8,3.18,6.33,6.2,0.41
ENSG00000067225,607.88,1150.56,782.2,562.44,1621.77,825.59,694.81,351.82
ENSG00000067248,29.81,27.78,18.04,27.13,9.97,14.34,18.28,11.48
ENSG00000067334,102.85,90.0,55.94,55.72,28.8,31.92,35.63,38.72
ENSG00000067365,38.56,22.55,27.75,28.52,14.02,20.44,12.97,5.38
ENSG00000067369,56.92,43.97,59.14,41.32,34.99,49.98,41.27,17.11
ENSG00000067445,46.47,41.85,73.63,69.53,48.83,63.08,90.48,37.73
ENSG00000067533,50.2,40.11,28.49,38.26,17.45,20.63,14.18,19.51
ENSG00000067560,465.67,505.66,508.41,541.56,307.57,415.85,428.95,268.21
ENSG00000067596,38.29,37.98,31.26,35.44,16.14,23.94,26.83,9.25
ENSG00000067601,1.61,4.51,4.16,3.51,3.87,3.76,10.64,6.85
ENSG00000067606,31.57,20.86,25.77,20.84,49.12,40.97,35.72,10.92
ENSG00000067646,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.0
ENSG00000067704,68.38,75.89,69.54,77.09,101.6,106.35,107.89,33.99
ENSG00000067715,28.92,10.74,6.09,7.33,3.2,2.95,16.8,6.19
ENSG00000067798,1.34,0.1,0.4,0.19,6.36,2.0,10.31,4.6
ENSG00000067829,36.91,31.24,44.87,42.07,64.8,47.52,41.86,25.27
ENSG00000067836,19.73,24.52,31.05,38.48,40.39,78.23,44.18,25.37
ENSG00000067840,82.61,52.79,23.78,13.1,2.94,2.97,2.21,0.51
ENSG00000067842,0.14,0.05,0.02,0.15,1.03,0.03,0.04,0.0
ENSG00000067900,28.74,23.8,27.5,36.66,25.74,28.77,37.5,82.63
ENSG00000067955,56.08,99.61,107.53,118.04,65.02,81.68,59.06,16.35
ENSG00000067992,28.15,19.54,14.45,22.71,29.89,19.05,19.22,3.73
ENSG00000068001,44.46,50.37,49.96,34.51,26.54,35.54,23.15,3.68
ENSG00000068024,11.24,8.63,11.32,6.81,3.7,6.98,10.62,2.02
ENSG00000068028,7.06,8.24,8.05,18.78,8.59,9.48,9.17,1.17
ENSG00000068078,5.77,25.4,72.78,54.73,4.11,3.36,6.05,0.17
ENSG00000068079,1.33,2.99,1.97,0.73,1.36,9.52,12.72,4.83
ENSG00000068097,18.35,19.36,23.09,26.31,16.04,15.6,12.54,5.26
ENSG00000068120,62.17,52.67,51.54,43.07,38.43,38.11,35.52,6.67
ENSG00000068137,6.0,5.25,14.73,14.03,9.33,9.32,14.7,4.41
ENSG00000068305,12.69,11.36,33.8,145.51,131.81,94.96,138.07,208.2
ENSG00000068308,54.56,50.35,67.53,55.58,34.04,43.44,50.36,37.42
ENSG00000068323,72.2,26.88,26.99,46.95,23.92,40.77,45.89,12.29
ENSG00000068354,5.17,6.16,7.59,13.68,14.03,13.27,11.73,4.24
ENSG00000068366,57.79,29.27,22.24,32.86,28.74,38.52,25.6,15.28
ENSG00000068383,24.99,22.06,16.91,25.02,73.54,68.29,69.79,17.08
ENSG00000068394,18.08,19.08,22.53,19.79,12.61,17.42,17.19,10.09
ENSG00000068400,46.61,30.47,39.69,54.04,25.58,28.68,37.02,31.75
ENSG00000068438,51.62,43.3,31.82,26.13,18.68,30.79,30.26,9.63
ENSG00000068489,57.98,63.7,70.62,66.33,8.61,45.53,18.57,29.99
ENSG00000068615,1.24,1.17,1.15,32.28,16.4,18.56,62.72,22.89
ENSG00000068650,31.5,25.3,36.91,48.07,55.01,60.6,60.73,20.55
ENSG00000068654,37.66,31.07,22.4,18.94,15.87,16.82,18.0,16.23
ENSG00000068697,235.59,270.37,252.75,333.54,215.66,219.45,411.76,295.4
ENSG00000068724,7.87,9.35,9.15,5.84,2.73,4.06,5.76,0.78
ENSG00000068745,96.01,91.39,139.45,93.51,56.78,67.19,73.9,46.22
ENSG00000068781,1.05,0.85,1.13,0.78,1.24,2.89,2.88,1.38
ENSG00000068784,20.78,19.58,18.5,17.63,7.98,8.16,10.31,6.68
ENSG00000068796,60.52,69.87,49.72,51.71,23.72,30.93,33.17,44.55
ENSG00000068831,18.19,1.09,2.18,16.5,22.27,15.17,9.63,2.88
ENSG00000068878,59.66,56.24,33.18,58.37,20.89,34.69,25.28,12.99
ENSG00000068885,17.87,20.02,33.15,33.34,19.44,26.87,33.61,19.12
ENSG00000068903,4.56,5.89,11.35,9.22,27.68,24.54,32.18,8.92
ENSG00000068912,26.73,25.7,33.11,44.81,28.98,39.09,56.44,40.52
ENSG00000068971,4.86,3.12,4.41,7.16,14.41,11.95,12.44,1.08
ENSG00000068976,4.69,0.61,16.26,61.92,148.05,114.5,44.42,6.28
ENSG00000068985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069011,0.0,0.31,3.12,3.26,1.43,1.91,0.22,0.0
ENSG00000069018,0.0,0.23,0.11,0.0,0.0,0.0,0.12,0.0
ENSG00000069020,1.21,2.95,3.81,3.17,9.99,21.39,21.82,25.42
ENSG00000069122,0.06,0.0,0.02,0.01,0.72,0.21,1.25,0.34
ENSG00000069188,2.44,4.97,38.24,11.95,30.51,15.45,12.2,3.28
ENSG00000069206,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
ENSG00000069248,48.43,46.07,48.9,42.76,33.43,28.58,33.03,21.05
ENSG00000069275,602.29,610.83,602.61,404.44,231.1,219.69,313.98,281.4
ENSG00000069329,47.07,58.63,55.8,84.54,77.43,64.16,102.01,72.79
ENSG00000069345,106.88,89.2,69.58,97.16,88.46,72.54,72.7,62.27
ENSG00000069399,1.25,2.75,3.42,1.13,6.06,11.43,6.69,9.81
ENSG00000069424,6.66,3.53,9.34,3.48,6.11,4.82,5.19,2.72
ENSG00000069431,0.04,0.32,0.47,0.58,3.29,5.16,17.31,9.89
ENSG00000069482,46.96,199.0,16.75,6.41,0.43,2.7,0.12,0.0
ENSG00000069493,1.76,1.47,4.95,4.88,5.49,3.61,5.13,8.67
ENSG00000069509,20.74,19.06,13.64,34.53,21.2,18.69,18.93,11.33
ENSG00000069535,1.64,1.15,0.47,0.14,20.92,3.38,35.31,8.54
ENSG00000069667,1.48,2.73,1.74,1.58,10.83,3.02,8.91,3.49
ENSG00000069696,0.2,0.38,1.28,0.22,2.02,0.11,0.0,0.0
ENSG00000069702,1.76,8.09,6.89,3.1,5.47,6.43,9.68,5.72
ENSG00000069764,0.1,0.14,0.08,0.0,0.0,0.0,0.0,0.0
ENSG00000069812,0.08,0.01,0.0,0.0,0.09,0.0,0.0,0.0
ENSG00000069849,225.05,195.34,173.16,228.26,65.0,108.4,112.86,15.84
ENSG00000069869,4.97,7.41,13.01,12.0,9.44,18.31,23.04,9.32
ENSG00000069943,3.92,4.37,5.94,5.66,4.46,8.29,8.83,4.54
ENSG00000069956,87.74,76.88,51.97,65.29,34.37,37.78,29.16,11.7
ENSG00000069966,22.34,16.45,13.29,14.0,18.86,29.36,34.08,17.16
ENSG00000069974,5.1,16.9,13.62,38.3,13.25,27.44,21.62,16.49
ENSG00000069998,58.2,45.84,30.55,15.17,62.58,34.66,24.86,4.17
ENSG00000070010,98.62,103.21,62.49,90.46,28.2,70.59,48.45,23.75
ENSG00000070018,32.47,29.1,38.96,19.99,15.64,24.03,21.35,43.72
ENSG00000070019,0.83,0.74,0.38,0.15,0.09,0.0,0.05,0.0
ENSG00000070031,0.47,0.46,0.76,2.56,1.15,0.27,0.0,0.0
ENSG00000070047,26.96,29.7,25.18,21.11,16.25,15.31,17.21,5.17
ENSG00000070061,35.95,37.22,38.95,32.32,25.58,25.8,33.14,18.13
ENSG00000070081,35.29,36.77,53.71,78.33,52.32,96.63,123.16,158.01
ENSG00000070087,222.51,217.96,290.17,267.18,108.58,155.36,267.17,143.52
ENSG00000070159,1.57,1.46,2.55,0.96,3.96,1.88,4.44,2.3
ENSG00000070182,0.62,0.36,0.2,9.45,2.51,13.03,13.76,3.64
ENSG00000070190,0.0,0.02,0.0,0.37,0.12,0.52,7.43,2.13
ENSG00000070193,0.06,1.34,84.97,53.37,6.04,10.21,19.41,23.62
ENSG00000070214,48.27,39.09,36.84,37.48,15.94,15.31,27.45,10.67
ENSG00000070269,8.42,10.4,9.93,8.34,6.05,6.02,9.62,8.8
ENSG00000070366,17.65,35.52,27.31,28.03,21.6,26.26,19.8,8.46
ENSG00000070367,67.8,69.82,79.34,93.75,53.49,53.08,44.88,28.41
ENSG00000070371,5.76,3.81,6.72,4.04,2.22,2.25,1.9,0.58
ENSG00000070388,0.31,0.35,0.57,0.14,0.0,0.0,0.14,0.0
ENSG00000070404,4.12,5.6,4.53,5.33,21.15,55.82,51.65,3.46
ENSG00000070413,42.3,43.82,48.65,45.43,24.3,32.92,39.15,9.63
ENSG00000070423,55.12,50.26,33.12,33.36,37.2,27.92,18.27,3.07
ENSG00000070444,8.92,10.16,10.9,7.58,13.29,12.07,13.08,4.0
ENSG00000070476,11.61,9.26,12.95,10.01,17.12,12.84,11.06,3.43
ENSG00000070495,13.04,15.7,13.47,26.37,31.11,25.27,20.09,6.17
ENSG00000070501,56.18,60.79,53.02,55.38,30.14,29.91,26.85,11.22
ENSG00000070526,0.0,0.0,0.0,0.0,0.62,1.06,0.0,0.0
ENSG00000070540,18.16,10.43,23.37,38.71,77.01,81.15,48.58,13.89
ENSG00000070601,0.29,0.17,0.01,0.01,0.2,0.37,0.78,0.14
ENSG00000070610,62.7,53.36,59.01,163.65,166.65,82.43,52.91,7.92
ENSG00000070614,36.81,70.89,73.24,52.32,37.44,52.31,43.77,12.01
ENSG00000070669,130.36,77.54,18.54,28.36,114.83,27.95,123.06,44.64
ENSG00000070718,12.62,16.98,18.28,14.54,21.51,16.83,16.59,3.97
ENSG00000070729,0.0,0.0,0.08,0.0,0.0,0.01,0.08,0.0
ENSG00000070731,0.0,1.62,5.86,0.31,0.33,0.17,0.61,0.0
ENSG00000070748,0.0,0.06,0.3,0.15,0.19,0.0,0.13,0.0
ENSG00000070756,2635.21,2661.31,2533.82,1662.19,1489.59,1126.61,1209.1,1175.34
ENSG00000070759,5.64,5.19,11.52,8.83,3.38,2.55,2.09,0.72
ENSG00000070761,44.67,56.61,61.74,69.5,48.52,56.51,54.62,41.62
ENSG00000070770,85.45,104.38,168.41,85.65,92.65,59.52,67.84,28.31
ENSG00000070778,6.67,11.74,10.65,16.32,25.46,35.79,42.46,28.53
ENSG00000070785,32.26,29.94,27.21,22.72,20.25,23.9,19.2,6.12
ENSG00000070808,0.04,0.12,3.14,23.06,25.27,12.72,14.23,5.78
ENSG00000070814,165.03,144.54,86.73,71.09,24.53,29.99,29.09,27.06
ENSG00000070831,168.99,175.46,202.57,251.65,172.09,208.12,291.67,93.72
ENSG00000070882,12.58,22.51,27.3,15.18,4.3,4.72,3.59,4.27
ENSG00000070886,4.1,1.4,0.49,0.04,0.44,0.17,0.16,0.27
ENSG00000070915,0.1,0.11,0.09,0.1,0.0,0.0,0.0,0.0
ENSG00000070950,16.7,13.76,10.76,11.38,2.52,5.63,4.96,2.87
ENSG00000070961,37.39,39.32,57.75,101.87,59.23,27.44,58.89,23.71
ENSG00000070985,0.0,0.0,0.06,0.06,0.08,0.02,0.04,0.0
ENSG00000071051,58.91,50.04,55.24,39.57,52.2,39.45,48.65,34.0
ENSG00000071054,109.66,123.89,117.22,115.32,147.09,155.22,112.58,133.47
ENSG00000071073,2.13,1.53,2.02,1.97,2.44,5.18,8.0,2.6
ENSG00000071082,2491.95,2952.6,3557.39,2103.55,2923.81,2026.86,2772.39,534.93
ENSG00000071127,308.4,274.55,191.65,413.9,182.16,308.19,178.55,132.53
ENSG00000071189,19.61,18.27,20.61,26.47,28.28,20.99,37.65,15.93
ENSG00000071203,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071205,2.86,6.46,7.91,6.03,10.19,28.36,15.78,6.96
ENSG00000071242,20.58,6.53,4.59,8.65,42.34,29.97,57.82,13.88
ENSG00000071243,13.77,15.51,16.1,16.4,8.94,7.8,16.92,12.99
ENSG00000071246,6.69,6.89,16.33,6.63,40.97,74.58,35.77,5.08
ENSG00000071282,17.07,3.08,5.23,22.18,40.31,78.84,52.29,9.32
ENSG00000071462,96.61,72.47,46.88,57.59,60.55,63.86,46.68,22.43
ENSG00000071537,19.81,29.62,38.53,44.13,48.17,42.75,57.86,26.33
ENSG00000071539,43.63,43.63,24.48,22.63,4.11,18.59,10.92,1.4
ENSG00000071553,35.84,39.89,55.36,92.68,70.05,74.34,70.06,9.32
ENSG00000071564,304.92,291.1,253.76,166.73,86.91,102.52,94.04,28.15
ENSG00000071575,50.07,18.51,68.94,48.0,50.93,25.32,39.47,14.08
ENSG00000071626,365.11,295.82,187.48,176.07,86.47,101.96,76.04,36.25
ENSG00000071655,44.83,58.79,55.35,48.92,32.82,45.87,40.99,8.15
ENSG00000071677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071794,28.49,28.65,41.35,35.12,35.43,44.7,29.0,13.19
ENSG00000071859,48.49,56.96,63.07,68.09,76.8,74.44,62.56,82.54
ENSG00000071889,12.31,15.22,18.23,31.94,47.86,41.57,36.25,15.35
ENSG00000071894,87.41,91.53,194.06,116.92,81.73,75.12,74.75,17.69
ENSG00000071909,0.17,1.62,0.97,0.19,0.04,0.07,0.18,0.0
ENSG00000071967,3.73,4.12,4.57,2.65,7.89,14.92,82.79,49.95
ENSG00000071991,0.0,0.0,0.0,0.0,0.0,0.05,2.06,3.53
ENSG00000071994,93.69,82.29,63.7,55.89,58.54,55.52,49.86,15.79
ENSG00000072041,14.38,8.87,1.73,2.29,0.55,0.86,0.21,0.1
ENSG00000072042,103.34,64.07,47.87,72.97,34.71,60.01,37.37,22.73
ENSG00000072062,49.94,54.07,75.96,108.83,181.6,247.48,161.05,73.14
ENSG00000072071,52.42,57.09,42.44,33.39,16.8,24.67,34.49,7.86
ENSG00000072080,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0
ENSG00000072110,153.48,176.92,130.19,219.77,87.34,227.56,210.7,152.05
ENSG00000072121,9.78,7.62,10.18,9.81,6.21,9.7,7.67,16.34
ENSG00000072133,7.27,8.43,8.32,9.73,2.95,4.83,3.86,2.04
ENSG00000072134,23.87,30.83,45.96,36.24,27.04,54.1,36.9,41.6
ENSG00000072135,11.39,13.77,28.0,15.56,15.23,10.25,20.02,14.04
ENSG00000072163,1.71,1.4,2.09,17.37,101.43,59.56,64.31,39.16
ENSG00000072182,0.12,0.16,2.63,1.06,0.22,0.12,0.12,0.0
ENSG00000072195,26.63,13.04,48.18,68.35,77.37,78.75,102.55,20.07
ENSG00000072201,2.39,0.77,1.14,14.48,0.75,2.43,3.57,1.66
ENSG00000072210,46.81,102.96,48.28,53.42,51.99,50.94,84.67,23.09
ENSG00000072274,83.05,99.24,45.31,45.26,82.78,26.13,95.56,14.0
ENSG00000072310,47.37,15.89,19.05,9.44,18.86,29.71,17.92,10.85
ENSG00000072315,0.73,0.26,0.07,0.01,0.02,0.38,0.1,0.0
ENSG00000072364,32.18,37.07,43.71,58.73,45.07,59.75,55.09,49.43
ENSG00000072401,17.14,13.96,12.55,16.14,6.71,6.76,13.74,14.72
ENSG00000072415,14.04,16.75,18.01,20.03,12.98,15.77,35.64,20.6
ENSG00000072422,8.13,6.72,12.9,8.54,13.61,27.76,47.0,13.04
ENSG00000072501,107.21,126.81,142.73,76.11,41.73,55.79,65.26,56.18
ENSG00000072506,115.17,128.56,112.28,140.48,105.68,110.47,76.54,13.72
ENSG00000072518,29.04,27.17,26.48,30.21,26.43,26.63,32.72,9.65
ENSG00000072571,50.07,42.44,41.39,32.11,3.85,17.81,8.16,7.78
ENSG00000072609,32.92,32.96,31.02,28.47,18.65,28.36,23.67,11.82
ENSG00000072657,1.28,0.29,1.17,1.74,0.62,1.57,3.28,2.29
ENSG00000072682,6.69,6.69,14.66,14.7,57.92,45.82,52.25,7.94
ENSG00000072694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000072736,17.8,19.34,22.51,23.01,14.51,16.03,20.58,13.53
ENSG00000072756,27.94,26.78,18.93,24.18,12.45,16.87,15.6,16.7
ENSG00000072778,107.83,123.5,176.0,217.25,242.16,225.17,187.73,62.62
ENSG00000072786,7.73,5.33,8.38,4.43,6.19,9.23,11.21,5.0
ENSG00000072803,41.19,29.02,44.35,73.73,57.92,67.73,75.22,38.41
ENSG00000072818,20.02,3.31,1.58,0.08,4.33,2.27,3.88,0.04
ENSG00000072832,128.81,72.27,32.98,32.96,13.55,33.19,12.55,3.26
ENSG00000072840,6.58,3.43,8.68,4.73,5.04,6.0,11.98,4.34
ENSG00000072849,69.58,61.92,57.78,65.24,37.89,47.74,54.06,13.55
ENSG00000072858,0.01,0.0,0.0,0.0,0.15,0.1,0.07,0.04
ENSG00000072864,34.34,41.11,65.75,30.89,11.93,29.3,30.43,12.98
ENSG00000072952,2.63,1.92,3.99,3.48,2.86,6.3,3.36,1.97
ENSG00000072954,4.06,1.12,1.16,4.07,51.79,15.82,9.19,1.22
ENSG00000072958,28.2,42.17,46.69,51.85,46.77,55.0,50.62,11.87
ENSG00000073008,10.29,17.71,9.68,26.16,9.54,21.66,16.78,8.31
ENSG00000073050,36.54,36.15,54.82,36.23,48.02,44.82,49.52,21.83
ENSG00000073060,47.47,31.88,18.65,14.25,40.65,25.04,24.41,11.54
ENSG00000073067,0.0,0.0,0.0,0.0,0.15,0.23,5.07,0.33
ENSG00000073111,120.94,112.95,91.91,47.41,18.55,32.07,31.95,6.54
ENSG00000073146,0.0,0.0,0.1,0.26,0.21,1.54,1.26,0.0
ENSG00000073150,4.86,3.68,4.19,19.18,3.59,4.24,1.99,0.25
ENSG00000073169,8.55,8.26,11.9,8.58,4.81,9.04,6.95,1.01
ENSG00000073282,0.0,0.0,0.0,0.0,0.01,0.13,0.71,0.66
ENSG00000073331,0.2,0.33,0.09,0.09,1.18,2.61,6.0,1.29
ENSG00000073350,29.63,21.67,19.06,23.94,24.63,18.2,15.4,1.99
ENSG00000073417,2.14,3.86,9.25,10.65,12.74,7.32,6.45,4.89
ENSG00000073464,5.01,6.76,7.33,7.72,11.26,10.22,10.83,2.41
ENSG00000073536,34.91,32.89,16.56,9.55,9.46,7.89,8.1,0.86
ENSG00000073578,73.77,53.59,62.88,99.89,321.0,207.66,138.68,49.57
ENSG00000073584,207.72,254.21,303.49,200.31,154.59,163.85,183.5,237.17
ENSG00000073598,0.0,0.0,0.11,0.0,0.0,0.06,0.13,0.0
ENSG00000073605,5.72,4.41,11.29,7.06,3.65,5.76,7.48,1.78
ENSG00000073614,20.84,26.17,24.89,17.3,12.34,21.22,19.12,28.12
ENSG00000073670,2.07,3.04,7.64,4.1,26.75,11.59,11.75,1.43
ENSG00000073711,8.13,9.76,20.29,90.18,39.16,44.78,45.39,20.86
ENSG00000073712,84.43,214.9,196.97,153.59,100.5,93.03,135.47,107.6
ENSG00000073734,0.0,0.04,2.23,3.82,0.19,0.34,0.06,0.04
ENSG00000073737,0.0,0.0,0.35,1.41,0.52,4.9,7.1,3.37
ENSG00000073754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000073756,0.32,0.34,0.08,0.14,1.59,9.99,0.44,0.36
ENSG00000073792,88.86,105.74,149.6,108.43,90.26,82.51,75.62,92.42
ENSG00000073803,15.43,12.14,16.26,19.23,10.21,16.41,20.11,11.12
ENSG00000073849,75.71,76.17,52.61,29.22,103.73,84.95,50.0,19.8
ENSG00000073861,0.0,0.0,0.0,1.89,0.25,0.0,0.0,0.0
ENSG00000073905,1.12,1.1,0.52,0.62,1.02,1.17,0.37,0.0
ENSG00000073910,1.75,1.42,1.82,2.23,6.71,29.57,92.77,33.92
ENSG00000073921,60.16,53.5,85.05,161.96,112.53,105.65,146.58,142.71
ENSG00000073969,23.24,25.91,40.12,44.77,20.15,29.69,17.86,10.6
ENSG00000074047,19.87,15.77,12.54,8.94,4.5,11.59,9.83,3.6
ENSG00000074054,23.52,23.52,34.78,28.38,24.52,27.74,32.74,12.89
ENSG00000074071,200.54,144.74,91.99,71.06,81.51,72.69,61.67,28.79
ENSG00000074181,26.94,38.04,45.8,27.6,10.6,22.83,27.67,5.3
ENSG00000074201,236.48,188.06,219.21,121.32,111.79,98.44,132.71,80.62
ENSG00000074211,5.93,5.05,0.54,0.03,0.29,0.25,6.12,1.03
ENSG00000074219,151.66,186.93,173.24,90.53,55.82,85.54,72.96,26.55
ENSG00000074266,24.56,27.85,24.91,36.01,13.57,13.45,15.67,5.36
ENSG00000074276,0.15,0.26,0.08,0.08,0.56,0.3,0.14,0.0
ENSG00000074317,11.54,5.47,2.54,0.18,9.84,0.0,0.0,0.0
ENSG00000074319,69.78,79.07,68.85,129.08,88.77,95.73,114.21,77.58
ENSG00000074356,31.57,36.51,42.02,35.43,33.43,29.47,39.2,10.36
ENSG00000074370,10.23,2.23,2.9,0.15,5.53,8.04,4.18,0.54
ENSG00000074410,3.88,1.63,0.34,0.26,0.36,1.22,1.51,0.2
ENSG00000074416,0.06,0.0,0.21,0.49,1.11,1.04,4.71,1.17
ENSG00000074527,0.31,4.5,20.12,3.43,0.77,2.64,19.19,19.08
ENSG00000074582,21.23,28.35,31.69,12.4,22.66,19.76,29.15,4.98
ENSG00000074590,8.04,16.08,9.85,28.69,12.03,31.37,31.4,9.61
ENSG00000074603,12.22,12.52,11.41,16.89,13.7,19.39,19.83,7.74
ENSG00000074621,4.44,5.85,11.77,3.82,2.62,4.65,8.83,7.83
ENSG00000074657,145.16,93.29,101.22,57.71,93.8,99.17,109.37,55.73
ENSG00000074660,0.37,0.54,0.17,0.83,3.32,1.56,0.76,0.32
ENSG00000074695,47.6,48.21,52.92,59.61,28.11,44.09,46.22,63.03
ENSG00000074696,138.36,153.35,187.27,144.96,56.05,77.0,75.35,38.02
ENSG00000074706,1.59,1.27,0.76,0.28,1.01,1.47,0.69,0.35
ENSG00000074755,5.97,7.75,8.68,7.42,11.52,13.65,14.14,6.38
ENSG00000074771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074800,2034.45,1912.97,836.86,741.13,2839.54,837.25,950.21,187.72
ENSG00000074803,0.03,0.05,0.0,0.02,0.0,0.0,0.04,0.0
ENSG00000074842,48.83,69.22,51.93,62.9,29.38,62.64,46.66,14.27
ENSG00000074855,8.82,5.68,7.15,3.49,7.37,7.8,8.98,3.11
ENSG00000074935,13.16,9.26,12.8,14.36,12.77,11.18,17.2,19.78
ENSG00000074964,15.98,14.3,18.02,9.7,14.5,15.89,16.8,2.52
ENSG00000074966,0.0,0.0,0.02,0.22,0.31,0.22,0.26,0.0
ENSG00000075035,1.32,2.33,0.48,0.92,0.13,0.82,0.85,0.48
