gene_id,d0,d2,d4,d10,d15,d20,d40,d60
ENSG00000227540,2.26,1.74,2.47,5.29,2.93,2.54,2.48,1.89
ENSG00000227541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227542,0.62,1.3,2.35,1.7,2.12,1.27,0.83,0.16
ENSG00000227543,0.08,0.26,0.17,0.75,1.03,0.16,0.18,0.51
ENSG00000227544,0.0,0.0,0.0,0.92,2.11,17.37,11.0,18.96
ENSG00000227545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227560,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0
ENSG00000227562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227583,0.0,0.18,0.0,0.1,0.11,0.0,0.0,0.0
ENSG00000227584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227589,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0
ENSG00000227590,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227591,0.16,0.0,0.0,0.66,0.97,0.77,2.43,3.25
ENSG00000227592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227598,0.77,0.2,0.0,0.0,0.95,0.25,0.0,0.69
ENSG00000227599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227615,0.33,1.28,0.74,0.49,0.28,1.17,2.41,0.52
ENSG00000227616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227617,0.16,0.23,0.35,0.04,0.27,0.03,0.46,0.51
ENSG00000227619,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0
ENSG00000227620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227627,1.11,2.12,3.59,2.69,3.81,3.06,1.72,2.83
ENSG00000227629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227630,0.0,0.0,0.03,0.1,0.13,0.06,0.22,0.45
ENSG00000227632,1.22,0.0,0.0,0.46,0.53,0.85,1.82,0.49
ENSG00000227633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227634,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
ENSG00000227635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227638,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
ENSG00000227640,0.18,0.0,0.12,0.0,0.0,0.0,0.0,0.0
ENSG00000227644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227646,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
ENSG00000227649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227659,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227666,0.0,0.8,0.0,0.29,0.63,1.43,0.68,0.6
ENSG00000227667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227671,24.14,25.73,36.58,7.09,18.01,11.63,5.3,11.43
ENSG00000227673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227676,0.0,0.0,0.12,0.0,0.0,0.0,0.3,0.0
ENSG00000227678,0.08,0.58,0.7,0.0,0.0,0.18,0.0,0.09
ENSG00000227679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227684,0.18,0.15,0.31,1.86,1.89,1.27,2.42,2.33
ENSG00000227685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227694,0.95,3.41,3.42,4.55,4.01,2.83,3.99,3.16
ENSG00000227695,0.0,0.0,0.1,0.03,0.44,0.19,0.2,0.03
ENSG00000227698,0.0,0.0,0.18,0.54,0.0,0.0,0.0,0.0
ENSG00000227700,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
ENSG00000227702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227708,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0
ENSG00000227709,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0
ENSG00000227710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227712,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227725,0.0,0.0,0.0,0.09,0.18,0.1,0.1,0.0
ENSG00000227726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
ENSG00000227728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227729,0.0,0.0,0.0,0.12,0.26,0.07,3.92,2.8
ENSG00000227730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227733,0.18,0.41,1.83,0.66,1.75,0.84,1.0,0.68
ENSG00000227734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227738,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
ENSG00000227740,0.0,1.46,0.33,0.11,0.61,0.26,0.0,0.12
ENSG00000227741,0.04,0.24,0.21,0.17,0.14,0.2,0.05,0.54
ENSG00000227742,0.0,0.0,0.0,0.0,0.03,0.64,0.0,0.16
ENSG00000227743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227744,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
ENSG00000227745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227747,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
ENSG00000227748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227751,8.27,1.9,1.72,0.87,0.96,0.0,0.35,1.53
ENSG00000227753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227755,0.0,0.0,3.72,2.81,1.83,0.31,1.12,0.0
ENSG00000227757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
ENSG00000227765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227766,2.25,4.96,2.54,1.75,2.3,1.72,1.09,2.15
ENSG00000227769,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
ENSG00000227770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227773,0.0,0.33,0.0,0.0,0.0,0.21,0.0,0.0
ENSG00000227775,0.03,0.14,0.07,0.53,0.36,0.54,0.09,0.44
ENSG00000227776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227782,0.32,0.17,0.35,0.18,0.0,0.1,0.0,0.09
ENSG00000227784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
ENSG00000227788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227790,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227791,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.14
ENSG00000227795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227799,0.0,0.13,0.23,0.28,0.62,0.22,0.06,0.74
ENSG00000227800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227811,0.74,0.83,0.42,5.4,1.79,4.74,4.28,4.36
ENSG00000227813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227815,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0
ENSG00000227817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227824,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.35
ENSG00000227825,0.26,0.86,0.69,0.84,1.78,3.32,2.43,7.81
ENSG00000227827,0.05,0.72,1.5,0.86,0.95,0.81,1.01,1.43
ENSG00000227830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227836,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0
ENSG00000227837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227838,0.54,0.4,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227842,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0
ENSG00000227845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227848,0.0,0.13,0.0,0.14,0.76,0.0,0.49,0.29
ENSG00000227850,0.0,1.4,0.74,0.75,0.83,1.77,0.9,0.0
ENSG00000227851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227855,0.12,0.26,0.63,2.18,1.15,0.56,0.51,0.68
ENSG00000227857,0.0,0.0,0.51,0.0,0.28,0.61,0.0,0.27
ENSG00000227860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227868,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0
ENSG00000227869,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0
ENSG00000227871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227877,0.34,0.18,0.0,0.0,0.21,0.0,0.0,0.0
ENSG00000227878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227879,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.2
ENSG00000227880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227885,0.25,0.31,0.27,1.25,2.0,0.92,1.17,2.42
ENSG00000227887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227888,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0
ENSG00000227890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227896,0.34,0.38,1.27,0.97,0.56,0.4,0.35,0.34
ENSG00000227902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227906,0.0,0.44,0.0,0.76,3.16,0.73,1.08,1.19
ENSG00000227907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227908,0.15,0.11,0.17,0.11,0.19,0.2,0.07,0.21
ENSG00000227910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227912,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
ENSG00000227913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227934,0.12,0.74,0.0,0.0,0.0,0.0,0.16,0.0
ENSG00000227935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227939,0.31,0.81,0.34,1.5,0.92,0.54,0.81,0.35
ENSG00000227940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227946,5.95,11.54,11.87,16.46,14.63,5.46,11.43,15.82
ENSG00000227947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227953,0.23,1.73,1.76,2.13,2.97,1.19,0.89,1.59
ENSG00000227954,0.0,0.0,0.37,0.0,1.67,0.13,0.08,0.05
ENSG00000227958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227959,0.07,0.07,0.08,0.16,0.51,0.45,0.65,0.57
ENSG00000227960,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0
ENSG00000227962,0.0,0.0,0.33,0.34,0.0,0.0,0.0,0.0
ENSG00000227963,0.18,0.14,0.1,0.17,0.03,0.06,0.0,0.08
ENSG00000227964,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
ENSG00000227965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227973,0.0,0.4,0.0,0.0,0.0,0.0,0.52,1.39
ENSG00000227979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227992,0.44,0.7,0.0,0.0,1.37,1.76,0.9,0.53
ENSG00000227994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227999,0.0,0.0,0.0,0.1,0.0,0.0,0.06,0.0
ENSG00000228000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228007,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228008,0.22,0.0,0.0,0.0,0.14,0.0,0.15,0.13
ENSG00000228010,0.38,0.8,0.99,0.86,1.54,0.81,1.0,0.46
ENSG00000228013,0.0,0.0,0.0,0.23,0.12,0.0,0.05,0.0
ENSG00000228014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228016,0.0,0.0,0.0,0.0,0.08,0.03,0.21,0.21
ENSG00000228019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228021,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
ENSG00000228022,0.0,0.05,0.11,0.29,0.19,0.27,0.27,0.12
ENSG00000228024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228031,0.0,0.0,0.77,0.97,0.62,0.32,0.16,0.18
ENSG00000228033,0.0,0.66,0.0,0.18,0.0,0.0,0.0,0.0
ENSG00000228034,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228035,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05
ENSG00000228036,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
ENSG00000228037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228038,1.65,0.48,0.8,0.22,0.49,0.0,0.0,0.08
ENSG00000228039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08
ENSG00000228041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228043,0.07,0.08,0.56,0.81,0.88,0.1,0.29,0.32
ENSG00000228044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228049,0.19,0.47,0.89,0.0,1.37,0.39,0.85,1.26
ENSG00000228050,0.0,0.1,0.0,0.11,0.0,0.11,0.0,0.21
ENSG00000228051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228053,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0
ENSG00000228054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228056,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0
ENSG00000228057,1.82,0.66,0.42,0.13,1.1,0.28,0.63,0.27
ENSG00000228058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228060,0.41,0.27,0.45,0.91,0.88,0.75,0.19,0.34
ENSG00000228061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228063,0.0,0.0,0.1,0.0,0.11,0.12,0.12,0.42
ENSG00000228064,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0
ENSG00000228065,3.13,3.22,6.0,4.83,5.3,2.26,8.95,5.64
ENSG00000228067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
