gene_id,heart32_0,heart32_2,heart32_4,heart32_6,heart32_15,heart32_20,heart32_40,heart32_60
ENSG00000145975,0,0,0,0,0,0,0,0
ENSG00000145979,565,519.18,512.18,563.29,379,598,251,25.76
ENSG00000145982,298,228,242,174,117,251,147,10
ENSG00000145990,332,284,183,377,362,1335,868,337
ENSG00000145996,732,725,740,802,486,415,410,157
ENSG00000146001,4.34,5.04,9.55,4.05,2.16,7.77,6.08,2.02
ENSG00000146005,11,9,56,14,12,7,28,7
ENSG00000146006,0,0,0,3,0,0,0,3
ENSG00000146007,2167.03,2406.67,2104.24,2444.62,1170.41,1290.62,1246.93,1311
ENSG00000146013,20,27,23,17,6,6,9,3
ENSG00000146021,463,201,391,289,633,1408,1542,538
ENSG00000146038,3,1,4,6,9,16,5,2
ENSG00000146039,0,0,0,0,0,0,0,0
ENSG00000146047,0,0,0,0,0,0,0,0
ENSG00000146049,0,0,0,0,0,0,0,0
ENSG00000146054,4,3,2,0,7,16,15,5
ENSG00000146063,676,1005,1032,916,577,611,481,270
ENSG00000146066,873,1002,1003,1044,2210,1554,910,292
ENSG00000146067,805,966,1094,758,564,430,561,116
ENSG00000146070,96,52,17,6,0,1,0,0
ENSG00000146072,1812,1207,784,1465,565,674,970,224
ENSG00000146083,4598,4645,3891,4193,3208,1832,1159,469
ENSG00000146085,685,643,927,1471,1412,1036,1096,407
ENSG00000146090,30,20,13,9,18,9,15,0
ENSG00000146094,93,139,29,51,61,32,28,70
ENSG00000146109,956,1115,844,910,495,511,338,59
ENSG00000146112,1006,1578,1264,1020,1486,1557,1185,763
ENSG00000146122,238,140,179,482,1270,1509,1846,381
ENSG00000146143,1403.65,1078,909.66,683.61,222.73,289.56,227.45,96
ENSG00000146147,3,1,0,10,1651,2063,2876,2725
ENSG00000146151,4,14,158,130,399,295,435,209
ENSG00000146166,5,1,3,0,0,1,0,0
ENSG00000146192,4,4,1,1,0,0,0,0
ENSG00000146197,76,150,142,398,2332,5576,3728,2572
ENSG00000146205,82,50,56,22,93,39,14,0
ENSG00000146215,308.23,74.56,41.63,7.8,28.65,9,22.61,0
ENSG00000146216,202,21,10,4,51,24,23,0
ENSG00000146221,3,3,10,7,5,4,9,11
ENSG00000146223,5617.04,6497.71,4840.98,4608.58,3821.51,3351.55,3368.47,1037.88
ENSG00000146232,257,221,131,134,199,116,96,37
ENSG00000146233,33,6,50,26,52,58,101,31
ENSG00000146242,713,741,790,465,224,253,464,120
ENSG00000146243,198,226,242,195,96,115,201,116
ENSG00000146247,2810,3162,3336,3157,1300,1575,1797,1355
ENSG00000146250,171,211,35,283,899,2958,15247,3750
ENSG00000146263,865,1197,797,874,222.01,521,427,147
ENSG00000146267,268,234,90,92,17,24,60,35
ENSG00000146276,15,7,2,0,0,0,12,6
ENSG00000146278,245,423,1100,838,2756,1422,1987,1371
ENSG00000146281,388,295,363,369,682,821,1217,607
ENSG00000146282,999,1017,964,1486,1138,889,876,383
ENSG00000146285,0,0,0,1,0,1,0,0
ENSG00000146350,107,66,190,97,115,73,144,62
ENSG00000146352,88,93,68,60,1,3,4,0
ENSG00000146360,3,3,0,0,0,0,0,0
ENSG00000146373,143,242,372,308,696,586,803,503
ENSG00000146374,2,1729,55,629,306,164,515,142
ENSG00000146376,193,114,112,93,67,235,824,680
ENSG00000146378,0,0,0,0,0,0,0,0
ENSG00000146383,0,0,0,0,0,0,0,0
ENSG00000146385,0,0,0,0,0,0,0,0
ENSG00000146386,1750,1396,722,676,190,205,468,185
ENSG00000146399,0,0,0,0,0,0,0,0
ENSG00000146409,776,535,593,777,461,372,462,188
ENSG00000146410,168,179,92,69,9,30,20,8
ENSG00000146411,183,84,192,231,198,273,72,25
ENSG00000146414,1295,1286,1362,1288,759,664,802,361
ENSG00000146416,584,249,370,378,821,552,591,281
ENSG00000146425,1046,1013,1181,2044,1427,1805,1073,366
ENSG00000146426,395.65,263.63,1084.11,1362.28,384.55,347.75,575.55,121.22
ENSG00000146433,867,1358,1644,2070,1546,1118,1043,262
ENSG00000146453,4,0,1,6,4,1,1,0
ENSG00000146457,2729,3191,2558,2452,1382,1142.26,1607,619
ENSG00000146463,4173,4379,4157,3223,2345,2265,2689,1365
ENSG00000146469,0,0,0,0,0,0,2,0
ENSG00000146476,1607,1575,920,1252,562,823,613,261
ENSG00000146477,35,117,52,89,25,157,67,9
ENSG00000146521,0,0,0,0,0,0,0,0
ENSG00000146530,243,116,89,769,168,115,36,2
ENSG00000146535,4369,2632,2191,1701,3073,3212,1905,257
ENSG00000146540,1045,1032,672,670,641,775,476,116
ENSG00000146555,470,274,1684,1823,1878,656,245,54
ENSG00000146556,138.24,178.36,240.02,172.01,413.62,260.35,181.32,81.81
ENSG00000146574,1108.77,992.87,679.69,744.21,480.04,567.06,543.84,301.4
ENSG00000146576,574,520,564,433,509,432,427,57
ENSG00000146587,800.16,812.98,658.06,843.97,897.1,482.69,635.5,455
ENSG00000146592,12,19,24,196,331,494,881,684
ENSG00000146618,0,0,0,0,0,0,0,0
ENSG00000146648,292,106,69,39,142,710,428,181
ENSG00000146666,0,0,0,0,0,0,0,0
ENSG00000146670,3208,2839,1931,1375,159,579,269,21
ENSG00000146674,74,42,139,940,7781,18378,4633,1851
ENSG00000146676,1261,1348,1637.4,2513.38,1695.32,1466,1897,915
ENSG00000146677,17.21,22.26,21.24,11.12,13.16,6.06,10.05,1.03
ENSG00000146678,0,0,1,0,1,1,1,0
ENSG00000146700,260,225,699,319,231,152,346,19
ENSG00000146701,6648,5923,3916,6687,10132,7419,3428,513
ENSG00000146707,69.84,83.53,113.63,114.94,70.03,71.99,75.52,22.32
ENSG00000146722,0,0,0,0,0,0,0,0
ENSG00000146729,1026,924,980,1568,4300,3032,2194,1269
ENSG00000146731,11754.78,12054.86,6644.95,7151.69,5130.79,3950.51,3287.96,1592
ENSG00000146733,1245,787,628,720,475,547,559,105
ENSG00000146755,2,2,0,0,34.77,2.09,0,0
ENSG00000146757,672.76,559,466.93,511.01,262,171.28,284,202.37
ENSG00000146776,1330,987,293,211,154,151,137,91
ENSG00000146802,282,260,491,510,502,581,772,325
ENSG00000146809,0,0,0,0,0,16,9,5
ENSG00000146826,289,374,240,296,166,177,139,14
ENSG00000146828,784,599,546,406,389,460,457,45
ENSG00000146830,2773,2886,2996,2150,1307,806,1278,183
ENSG00000146833,61,48,86,92,49,51,95,20
ENSG00000146834,1490,1756,1368,833,928,622,658,131
ENSG00000146839,3,2,0,0,0,0,0,0
ENSG00000146842,846,1111.99,1009,840,576.99,402,431,161
ENSG00000146856,18,24,9,7,43,9,44,31
ENSG00000146857,0,0,0,0,0,0,0,0
ENSG00000146858,52,37,83,86,328,276,216,15
ENSG00000146859,14,12,17,11,13,9,7,2
ENSG00000146872,1634.19,1971.16,1848.99,2003.66,1388.11,1103.73,1204.29,898.34
ENSG00000146904,4119,2102,354,80,11,17,74,3
ENSG00000146909,1188,1106,669,510,543,399,482,160
ENSG00000146910,0,0.74,3,0,2.95,0,0,0
ENSG00000146918,3522,2874,2274,1486,335,832,543,241
ENSG00000146926,0,0,0,2,32,28,5,0
ENSG00000146938,10594.53,4675,1319,634,281.84,158,172,46.76
ENSG00000146950,698,618,416,608,598,842,504,122
ENSG00000146955,53,16,30,10,0,3,6,0
ENSG00000146963,1433.03,1632.07,1221.31,1555.01,859.21,916.91,1095.82,1720.01
ENSG00000146966,404,469,1123,584,434,406,343,69
ENSG00000147003,18.63,13.58,37.08,33.88,51,10.64,18.96,19
ENSG00000147010,531,1008,2072,4704,806,522,580,366
ENSG00000147027,764,378,285,1131,1209,893,1983,1384
ENSG00000147036,5,3,9,6,8,3,10,0
ENSG00000147041,32,31,146,587,233,1425,1513,410
ENSG00000147044,2502,2219,2783,2438,1365,1257,1005,532
ENSG00000147050,2356,1845,1884,8616,2323,1552,1182,615
ENSG00000147059,160.06,54.34,42.23,70.79,28.09,41.87,26.02,13.09
ENSG00000147065,10836.97,12768.99,10313.96,11177.96,3831.99,7898.96,7019.96,3221
ENSG00000147081,0,0,20,43,1,0,0,0
ENSG00000147082,12,13,9,10,43,26,27,5
ENSG00000147099,437,447.33,621.64,314,366,500.78,429.02,168
ENSG00000147100,1311,1714,1006,349,333,594,1285,360
ENSG00000147113,0,1,0,0,52,0,43,6
ENSG00000147117,55,9,18,8,20,32,9,0
ENSG00000147118,259,260,311.75,258,201,170.79,253,181
ENSG00000147119,441,144,46,33,64,93,42,3
ENSG00000147121,136.02,180.45,259.44,312.31,316.06,211.26,239.57,76.43
ENSG00000147123,1159,1198,1279,1114,1264,1286,816,83
ENSG00000147124,166,169,215,184,296,195,263,224
ENSG00000147127,0,0,0,0,0,0,0,0
ENSG00000147130,3774,3190,4781,3279,3297,2637,2476,495
ENSG00000147133,1472.96,1743,2288.91,1168.97,1421,1103,1168.99,448
ENSG00000147138,0,0,0,0,0,0,0,3
ENSG00000147140,22277.97,26419.53,25071.1,17300.8,14230.5,11591.37,10070.88,5162.68
ENSG00000147144,491,356,361.29,398,279,245,416,53
ENSG00000147145,250,153,148,45,14,21,82,54
ENSG00000147155,1595,1097,850,769,514,590,243,65
ENSG00000147160,0,0,0,0,0,2,2,0
ENSG00000147162,3344,3371,4903,4308,3220,2369,3895,1970
ENSG00000147164,1732,1411,1397,1348,1933,1349,1000,150
ENSG00000147166,11,27,9,1823,1113,1468,485,155
ENSG00000147168,0,0,1,0,1,0,2,0
ENSG00000147174,27,54,31,17,40,33,27,5
ENSG00000147180,455,615,804,747,688,671,844,820
ENSG00000147183,0,0,0,0,0,0,0,0
ENSG00000147202,1923,1406,938,1141,419,366,643,387
ENSG00000147206,0,2,1,0,0,2,0,0
ENSG00000147223,0,6,175,6,0,0,2,0
ENSG00000147224,3958,3032,2035,2007,816,1292,936,287
ENSG00000147231,138,93,111,98,64,51,46,28
ENSG00000147234,30,43,198,131,36,64,48,27
ENSG00000147246,35,13,6,5,0,1,0,0
ENSG00000147251,478,531,783,634,443,703,2126,1086
ENSG00000147255,715,452,402,187,160,184,221,37
ENSG00000147256,18,8,18,17,2,0,0,0
ENSG00000147257,1672,1495,1048,3864,6414,2914,2425,476
ENSG00000147262,0,0,0,0,0,0,0,0
ENSG00000147274,15591.1,14692.44,13968.48,10367.42,7710.39,4721.41,5456.97,2177.37
ENSG00000147316,731,761,571,517,426,381,450,379
ENSG00000147324,2198,1665,1617,1137,1325,806,708,141
ENSG00000147364,149,188.71,353,826.74,603.73,513,673,357.57
ENSG00000147378,3,0,0,0,0,0,0,0
ENSG00000147381,1,5,1,0,0,0,0,0
ENSG00000147383,1115,830,709,799,625,799,417,153
ENSG00000147394,476,546,799,1575,755,1188,2034,505
ENSG00000147400,731,734,926,1044,630,849,751,578
ENSG00000147403,24146.37,26394.53,23206.21,11183.12,31862.42,18769.8,23968.38,2542.69
ENSG00000147408,2,40,13,4,100,300,618,219
ENSG00000147416,2336,2251,1277,2116,1387,1457,961,294
ENSG00000147419,1614,1161,1421,1502,679,692,679,416
ENSG00000147421,234,229,496,668,955,758,735,465
ENSG00000147432,0,0,0,0,0,0,0,0
ENSG00000147434,5,2,0,0,0,0,0,0
ENSG00000147437,10,15,14,9,20,8,15,9
ENSG00000147439,390,505,472,267,234,263,247,83
ENSG00000147443,5,7,2,0,0,7,0,0
ENSG00000147454,982,1070,1458,1536,1735,994,778,170.13
ENSG00000147457,1513,1502,1506,1365,1103,931,845,357
ENSG00000147459,496,413,407,74,175,389,501,271
ENSG00000147465,76,48,122,59,21,82,5,2
ENSG00000147471,889,764,719,927,1094,709,666,234
ENSG00000147475,2419,2720,2667,3086,2221,1422,1536,525
ENSG00000147481,6,1,0,0,1,0,71,55
ENSG00000147485,8,0,1,7,6,3,162,85
ENSG00000147488,3,0,3,0,0,0,0,1
ENSG00000147509,2,17,12,12,15,9,8,0
ENSG00000147526,595,716,655,1600,1074,1395,1116,559
ENSG00000147533,1025,989,1178,1840,1750,1488,1309,549
ENSG00000147535,544,428,412,316,185,348,441,207
ENSG00000147536,2125,2229,1324,856,173,683,251,45
ENSG00000147548,2315.99,2625,3629,3768,2765.99,3163,2919,2121.97
ENSG00000147570,1,0,0,0,0,0,0,0
ENSG00000147571,1,0,0,0,8,0,0,0
ENSG00000147573,3,3,456,4653,3155,1842,1613,766
ENSG00000147576,26.35,14,94.13,85.55,333.8,99.84,152.83,55
ENSG00000147586,682.01,569,503,674.28,452.52,470,310,93
ENSG00000147588,0,0,0,0,0,0,3,0
ENSG00000147592,245,317,255,152,204,252,152,70
ENSG00000147596,1575,191,87,2,0,1,0,3
ENSG00000147601,14076.68,2925.85,2344.99,1280.78,635.92,952.99,1160.91,942.99
ENSG00000147604,30364.85,33353.33,31485.08,23328.69,28390.24,16857.14,24222.88,10099.22
ENSG00000147606,2,3,1,1,5,2,13,32
ENSG00000147613,3,281,875,83,5,0,9,7
ENSG00000147614,0,1,66,1,3,0,2,0
ENSG00000147642,13,15,3,0,27,18,28,10
ENSG00000147647,0,0,0,0,6,0,0,0
ENSG00000147649,2714,2280,1818,3121,2471,2533,2875,1734
ENSG00000147650,452,568,776,1122,778,882,778,265
ENSG00000147654,413,395,404,623,402,230,286,298
ENSG00000147655,27,1,13,161,52,69,30,15
ENSG00000147669,1072,863,670,1034,433,435,582,362
ENSG00000147676,2483,825,235,181,77,28,277,173
ENSG00000147677,5633,5915,5812,4882,6143,4151,4090,1929
ENSG00000147679,536,526,436,530,287,193,416,235
ENSG00000147684,2540,2233,1389,2211,3488,2475,1199,359
ENSG00000147687,741.99,744.98,535.96,681.97,626.94,310,350,218
ENSG00000147689,2,0,2,2,0,0,0,1
ENSG00000147697,1,2,0,0,0,0,0,0
ENSG00000147724,14,20,10,19,15,1,2,0
ENSG00000147753,0,0,0,0,0,0,0,0
ENSG00000147761,0,0,0,0,0,0,0,0
ENSG00000147789,513,598,532,390,341,336,381,158
ENSG00000147799,380,405,432,334,278,162,131,29
ENSG00000147804,13,47,251,59,40,27,3,3
ENSG00000147813,380,294,375,265,436,359,267,26
ENSG00000147852,950,1163,1402,4180,2719,2206,3468,1326
ENSG00000147853,730,896,1057,2217,2541,2288,2143,1608
ENSG00000147854,1107,1163,1550,1076,989,820,916,368
ENSG00000147862,108,127,56,13,745,1746,4800,3212
ENSG00000147869,22,11424,24,6,6,13,4,1
ENSG00000147872,1015,1320,1578,1581,2273.88,1240,635,190
ENSG00000147873,0,0,0,0,0,0,0,0
ENSG00000147874,2420.84,2419.14,1603.21,1395.67,667.3,719,652,238
ENSG00000147883,3,1,1,31,467,1103,477,277
ENSG00000147885,0,0,0,0,0,0,0,0
ENSG00000147889,1,2,0,0,4,31,54,47
ENSG00000147894,413,315,453,732,317,303,304,129
ENSG00000147896,0,0,0,0,0,0,0,0
ENSG00000147905,771,591,653,600,596,356,452,222
ENSG00000147912,633.45,785.07,842.19,489.7,726,583,376.03,128
ENSG00000147955,2422,2369,1668,1283,971,1066,1018,298
ENSG00000147996,235.67,444.87,294.89,562.96,508.05,313.7,286.38,160.92
ENSG00000148019,1361,1864,2105,1663,598,743,880,515
ENSG00000148053,3,0,1475,1307,1652,500,1354,806
ENSG00000148057,11,13,21,18,65,62,96,45
ENSG00000148082,239,52,35,8,51,37,20,3
ENSG00000148090,307,321,342,437,605,358,258,98
ENSG00000148110,1307.14,1580.21,1229.38,1465.15,651.05,854.73,1039.82,393.24
ENSG00000148120,154,353,182,129,192,457,467,114
ENSG00000148123,36,33,58,47,11,21,32,0
ENSG00000148136,0,0,0,0,0,0,0,0
ENSG00000148143,3751,2123,3403,2442,1356,1843,1585,810
ENSG00000148153,392,429,546,680,652,403,567,275
ENSG00000148154,742,698,618,860,655,1073,661,283
ENSG00000148156,0,0,0,0,0,0,0,0
ENSG00000148158,710,721,1009,874,693,669,966,348
ENSG00000148175,629,441,1145,2119,646,1133,1322,459
ENSG00000148180,941,1449,1962,833,5130,5238,5063,587
ENSG00000148187,905,919,528,632,817,750,455,170
ENSG00000148200,15451,13655,11438,5132,336,148,97,30
ENSG00000148204,234,166,5250,4512,1036,1625,808,36
ENSG00000148215,0,0,0,0,0,0,0,0
ENSG00000148218,438,377,627,749,993,945,1092,726
ENSG00000148219,358,244,394,238,122,123,36,10
ENSG00000148225,23,47,189,89,459,469,288,77
ENSG00000148229,1788,1919,1285,1872,1047,1150,953,839
ENSG00000148248,5996,6246,4989,6344,3608,5046,4265,596
ENSG00000148288,166,137,104,53,250,220,254,31
ENSG00000148290,480,493,580,464,530,467,300,34
ENSG00000148291,464,443,262,173,433,130,114,132
ENSG00000148296,1680,1486.86,953,979,925.88,560,665,305
ENSG00000148297,1955.16,2021.11,1284.08,1063.33,631.09,721.05,741,116
ENSG00000148300,1254,1220,909,775,1105,631,551,277
ENSG00000148303,35189.61,41715.56,48517.69,27356.58,33719.73,21303.19,22876.43,5208.17
ENSG00000148308,2243,2423,1693,1456,1052,1107,838,224
ENSG00000148331,580,566,597,719,442,445,399,147
ENSG00000148334,1373,1099,624,362,1213,979,511,83
ENSG00000148335,753,779,452,363,537,505,235,22
ENSG00000148337,2485,2089,2361,1393,2965,1804,1917,1146
ENSG00000148339,640,503,409,534,231,230,257,53
ENSG00000148341,912,771,1089,968,849,1107,1125,185
ENSG00000148343,448,440,507,636,880,585,465,73
ENSG00000148344,113,40,79,337,120,118,110,2
ENSG00000148346,3,1,0,0,0,0,0,3
ENSG00000148356,412,370,307,302,560,641,457,116
ENSG00000148357,198,63,77,26,116,58,80,0
ENSG00000148358,2481,2591,3212,4072,2797,3249,3069,1032
ENSG00000148362,291,331,331,263,213,235,229,18
ENSG00000148377,1,0,0,1,0,0,1,0
ENSG00000148384,423,505,617,517,575,326,358,80
ENSG00000148386,0,0,0,1,1,0,0,0
ENSG00000148396,2757,2646,2349,2386,2247,3171,2611,530
ENSG00000148399,650,696,614,608,404,323,296,71
ENSG00000148400,2571,2674,1339,602,810,1002,765,167
ENSG00000148408,246,118,57,49,102,163,20,0
ENSG00000148411,474,356,559,832,711,929,1403,248
ENSG00000148426,270,214,96,123,157,279,168,18
ENSG00000148429,1374,1251,1152,984,878,859,793,283
ENSG00000148444,14.76,68.09,144.09,202.72,408.96,412.9,499.07,123
ENSG00000148450,232,256,636,685,942,891,724,191
ENSG00000148459,342,341,117,179,144,103,64,30
ENSG00000148468,2222,3676,3306,2569,2757,2201,1843,335
ENSG00000148481,274,343,366,527,372,294,453,232
ENSG00000148482,0,0,0,0,1,0,0,2
ENSG00000148483,1,0,0,1,5,2,0,0
ENSG00000148484,1382,1443,1126,1799,1123,1336,1460,910
ENSG00000148488,15,78,10,4,4,5,1,6
ENSG00000148498,2545,2611,2440,1779,2706,1773,2270,1380
ENSG00000148513,0,0,0,0,0,0,0,0
ENSG00000148516,56,208,623,1200,1378,1180,1390,1726
ENSG00000148541,23,28,19,45,958,696,472,255
ENSG00000148572,672,831,571.72,533,435,391,378,152
ENSG00000148584,0,0,2,2,0,6,0,1
ENSG00000148600,567,629,90,30,86,33,19,32
ENSG00000148602,3,0,5,0,0,0,0,0
ENSG00000148604,0,0,0,0,0,0,0,0
ENSG00000148606,2275,2178,2005,2207,1706,1171,898,153
ENSG00000148634,900,772,1161,1186,1337,1057.01,1094,409
ENSG00000148655,3,4,13,40,116,95,81,22
ENSG00000148660,1016,592,1108,905,656,690,548,207
ENSG00000148671,1,0,0,0,0,0,0,1
ENSG00000148672,3762.71,4226.93,3523.77,3513.9,3793.14,3315.61,2153.6,545
ENSG00000148677,16,118,599,13780,10423,23940,8203,3660
ENSG00000148680,254,302,163,20,21,29,33,27
ENSG00000148688,937,1113,763,887,355,393,326,183
ENSG00000148690,331,369,373,366,392,386,451,462
ENSG00000148700,2771,2440,2882,1915,3335,3564,3433,1703
ENSG00000148702,0,0,9,141,0,37,3,1
ENSG00000148704,2,1,10,0,0,0,1,6
ENSG00000148719,709,863,722,976,761,737,694,316
ENSG00000148730,13034,12377,9762,8412,5030,6087,4526,1789
ENSG00000148734,5,1,0,0,0,0,1,0
ENSG00000148735,0,0,1,0,0,0,0,0
ENSG00000148737,1418,1271,1916,1221,971,889,1164,918
ENSG00000148773,8916,8871,11756,5402,806,4488,2151,1769
ENSG00000148795,0,0,0,0,0,2,0,0
ENSG00000148798,462,288,64,46,27,36,23,55
ENSG00000148803,193,332,232,167,138,152,98,5
ENSG00000148814,82,72,223,206,237,204,206,99
ENSG00000148824,845.01,1094,787,668,549,348,329,45
ENSG00000148826,0,0,5,3,4,2,1,0
ENSG00000148832,78,63,110,93,91,80,70,4
ENSG00000148834,662,3389,1202,2145,1192,1529,837,132
ENSG00000148835,731,656,432,382,128,147,155,76
ENSG00000148840,3791,3116,1502,1015,914,881,990,245
ENSG00000148841,831,933,502,781,759,1155,731,125
ENSG00000148842,709,529,708,587,348,428,195,90
ENSG00000148843,4902,4816,3109,2465,1682,1290,1184,333
ENSG00000148848,15,259,1894,385,802,1901,1136,395
ENSG00000148908,127,106,59,16,51,108,112,51
ENSG00000148925,587,736,713,964,823,686,713,353
ENSG00000148926,704,304,206,45,744,483,130,8
ENSG00000148935,22,11,42,21,171,200,425,100
ENSG00000148942,71,54,159,187,94,74,84,80
ENSG00000148943,856,706,692,988,392,271,432,163
ENSG00000148948,27,190,35,3,122,85,276,134
ENSG00000148950,155,167,175,217,166,123,126,9
ENSG00000148965,0,0,0,2,0,7.75,0,0
ENSG00000148985,997,787,571,256,361,224,228,51
ENSG00000149016,529.23,536.49,523.33,269.89,356.95,268.19,205.87,24
ENSG00000149021,0,0,414,1,0,0,0,0
ENSG00000149043,0,0,0,0,0,0,13,2
ENSG00000149050,69,122,189,100,85,42,73,53
ENSG00000149054,345,299,294,189,46,53,47,27
ENSG00000149084,2910,1908.55,1830,4474.8,1937,1521,1698.93,773
ENSG00000149089,552,643,416,540,347,275,316,108
ENSG00000149090,82,65,310,87,42,232,180,27
ENSG00000149091,2510.13,1947.54,1279.92,920.11,1402.95,1224.94,979.02,141
ENSG00000149100,5326,4438,2911,3984,4137,2579,3789,2258
ENSG00000149115,4621,4487,3376,2138,2424,2853,2908,509
ENSG00000149124,1,0,18,17,0,0,0,0
ENSG00000149131,1196,1036,2925,4011,645,1582,2305,3372
ENSG00000149133,0,0,0,0,0,0,0,0
ENSG00000149136,13575,13606,9605,3519,4442,3792,3064,1506
ENSG00000149150,492,377,109,105,118,70,58,6
ENSG00000149177,1226,724,969,838,1154,1069,753,157
ENSG00000149179,508,649,870,598,601,660,531,52
ENSG00000149182,1573.88,1780.74,1651.28,2026.67,1813,1459.43,1301.46,244
ENSG00000149187,6739,6903,7340,11081,5319,3227,2320,659
ENSG00000149196,980.19,829.1,795.04,846.51,596.19,639.5,475.68,97
ENSG00000149201,18,11,36,25,21,26,36,28
ENSG00000149212,1083,1027,3602,3004,1840,3278,2705,2207
ENSG00000149218,150,211,361,268,276,675,396,184
ENSG00000149231,466,540,577,1018,482,508,592,840
ENSG00000149243,4,3,1,3,10,9,14,3
ENSG00000149256,315,2334,8908,9202,1892,2325,445,66
ENSG00000149257,10071,10084,15686,7540,9157,13100,12088,1599
ENSG00000149260,1135,862,670,521,387,567,265,103
ENSG00000149262,878.2,886.44,885.03,847.4,669.54,566.6,556.31,203.32
ENSG00000149269,5236,2970,2756,1755,1021,915,833,283
ENSG00000149273,29468.89,36569.88,37084.87,18577.76,23668.91,14871.75,17593,3222
ENSG00000149289,190,140,125,139,413,454,585,310
ENSG00000149292,111,172,297,132,244,173,217,79
ENSG00000149294,301,998,3842,5058,6341,8268,9853,3761
ENSG00000149295,15,69,309,29,14,40,2,1
ENSG00000149300,20,23,36,35,42,47,63.96,52
ENSG00000149305,0,1,0,0,0,0,0,0
ENSG00000149308,797,1045,713,618,430,383,578,338
ENSG00000149311,1664,1463,2768,1924,1966,2142,2142,871
ENSG00000149313,840,1017,1119,1840,1591,1394,1609,436
ENSG00000149328,218.16,474.69,142.81,58.98,32,71.96,171,47
ENSG00000149346,371,296,402,320,202,151,194,103
ENSG00000149357,1426,1765,1101,1365,1096,790,655,59
ENSG00000149380,4,5,3,0,2,29,87,41
ENSG00000149403,78,63,25,13,11,7,36,9
ENSG00000149418,1327,317,122,84,11,16,49,4
ENSG00000149428,11865,13338,8482,6787,5554,4168,3416,829
ENSG00000149435,0,0,0,0,0,0,0,0
ENSG00000149443,0,0,0,0,0,0,0,0
ENSG00000149451,115,37,232,192,114,217,995,89
ENSG00000149452,0,0,0,0,0,0,0,0
ENSG00000149474,1446.06,1253.52,1292.26,701.74,853.59,540.58,608.93,213.49
ENSG00000149476,554.07,876.91,1023.36,396.47,347.27,296,267.54,34
ENSG00000149480,4848,6933,4352,3185,1944,2277,1620,383
ENSG00000149483,343,384,307,290,148,185,211,79
ENSG00000149485,7182,8177,10431,8574,8182,6954,2955,818
ENSG00000149488,1,0,9,2,1,0,0,0
ENSG00000149489,20,12,12,21,34,38,42,51
ENSG00000149499,556,895,882,480,442,596,784,90
ENSG00000149503,2257,1927,2360,1305,300,785,387,162
ENSG00000149506,0,0,0,0,0,0,0,0
ENSG00000149507,0,0,0,2,0,0,0,0
ENSG00000149516,0,0,0,0,0,0,0,0
ENSG00000149527,5,1,2,1,10,17,79,5
ENSG00000149531,0,0,0,0,0,0,0,0
ENSG00000149532,3862,4500,3930,3642,2274,1912,2122,754
ENSG00000149534,0,0,0,0,0,0,0,0
ENSG00000149541,456,472.95,589.96,436.95,299,360,307,26
ENSG00000149547,5294.99,4533,3061,2469,2420,2040,1977,477
ENSG00000149548,168,206,220,209,34,46,55,63
ENSG00000149554,2624,2516,1779,974,206,691,418,152.47
ENSG00000149557,1126,234,164,169,247,339,341,187
ENSG00000149564,8,3,7,25,150,21,106,5
ENSG00000149571,6,5,13,3,5,3,9,1
ENSG00000149573,35,12,2,0,3,0,10,1
ENSG00000149575,12,5,12,3,189,86,364,102
ENSG00000149577,349,707,1082,683,1010,1079,835,171
ENSG00000149582,208,181,252,236.51,403,462,540,145
ENSG00000149591,1114,4586,481,4892,3967,17432,7671,1648
ENSG00000149596,39,82,627,4582,4938,3169,2308,240
ENSG00000149599,24,32,38,78,116,79,57,6
ENSG00000149600,979,999.8,757.68,460.79,982.18,1065.43,777.64,148.67
ENSG00000149609,3,5,4,8,2,3,3,2
ENSG00000149633,9,8,8,3,1,32,20,4
ENSG00000149634,9,10,2,2,66,15,13,0
ENSG00000149635,5,2,0,22,0,0,0,0
ENSG00000149636,763,802,752,637,193,464,332,58
ENSG00000149639,1718,3450,5192,3301,2187,3303,2687,1174
ENSG00000149646,26,29,19,44,55,28,17,5
ENSG00000149651,0,0,0,0,0,0,0,0
ENSG00000149654,5,87,279,2,3,2,14,0
ENSG00000149656,2.53,0,2.04,0,0,4.41,0,0
ENSG00000149657,1868,1826,1836,1114,1418,934,1069,397
ENSG00000149658,2641,2627,1895,2080,1407,1084,1138,259
ENSG00000149679,516,596,799,819,740,598,437,112
ENSG00000149716,275,421,279,412,235,190,232,70
ENSG00000149735,14,17,10,0,0,0,1,0
ENSG00000149742,0,0,0,0,0,0,1,3
ENSG00000149743,221,208,262,277,547,455,213,51
ENSG00000149761,338.22,344.56,215.83,238.84,582.2,430.12,245.09,5
ENSG00000149781,16,22,6,16,39,28,18,5
ENSG00000149782,4714,2618,2219,726,465,658,682,150
ENSG00000149792,1819,1822,1136,1569,1139,1228,987,289
ENSG00000149798,74.19,52.95,17.02,16.86,23.44,54.35,82.28,9.74
ENSG00000149806,5012.88,5270.1,4684.64,3733.92,5479.92,3264.94,3119.99,859.93
ENSG00000149809,627,502,372,725,621,969,648,96
ENSG00000149823,1475,1465,1651,767,1266,943,922,78
ENSG00000149922,49,1484,234,32,48,32,14,3
ENSG00000149923,2718,3274,2746,1848,1353,1453,992,180
