gene_id,heart30_0,heart30_2,heart30_4,heart30_6,heart30_10,heart30_15,heart30_20,heart30_40,heart30_60
ENSG00000181631,0,0,0,0,0,0,0,0,0
ENSG00000181634,6,2,1,9,26,10,1,0,32
ENSG00000181638,245.6,358,420.17,409.08,359.88,283,270,229.29,166.91
ENSG00000181649,33,65,38,14,16,23,23,8,37
ENSG00000181652,31,13,25,34,116,241,5,95,55
ENSG00000181656,0,0,0,0,0,1,1,0,1
ENSG00000181666,834.57,995,1209,1230,1256.55,1121.85,692,604,721
ENSG00000181690,528,470,794,645,727,1068,386,601,791
ENSG00000181693,0,0,0,0,0,0,0,0,0
ENSG00000181698,0,0,0,0,0,0,0,0,0
ENSG00000181704,1198,833,1426,1619,1794,2060,1251,1004,1034
ENSG00000181705,0,0,0,0,0,0,0,0,0
ENSG00000181718,0,0,0,0,0,0,0,0,0
ENSG00000181722,18.84,15.28,46.81,90.14,140.44,188.16,258.05,336.69,411.52
ENSG00000181733,0,0,0,0,0,0,0,0,0
ENSG00000181741,0,0,0,0,0,0,1.21,0,0
ENSG00000181744,827,1524,852,462,800,1868,1688,786,1146
ENSG00000181751,492,295,623,317,422,332,200,162,223
ENSG00000181752,0,0,0,0,0,0,0,0,0
ENSG00000181754,111,96,226,378,594,541,504,389,459
ENSG00000181761,0,0,0,0,0,0,0,0,0
ENSG00000181767,0,0,0,0,0,0,0,0,0
ENSG00000181773,272,132,44,70,78,37,18,9,11
ENSG00000181778,0,0,0,0,0,0,0,0,0
ENSG00000181780,0,0,0,0,0,0,0,0,0
ENSG00000181781,0,0,0,1,5,1,0,0,3
ENSG00000181785,0,0,0,0,0,0,0,0,0
ENSG00000181786,0,0,0,0,0,0,0,0,0
ENSG00000181788,454,881,771,801,1576,1401,1266,991,1024
ENSG00000181789,1749.45,4410.74,3033.9,4168.96,3517.93,2278.9,3648.99,1377.96,2758.98
ENSG00000181790,180,305,107,35,27,13,3,10,3
ENSG00000181798,24,11,36,10,15,21,4,17,18
ENSG00000181800,0,0,0,0,0,1,0,0,0
ENSG00000181803,0,1,0,0,0,0,0,0,0
ENSG00000181804,12,193,71,14,51,27,23,8,65
ENSG00000181817,293,582,378,401,484,278,566,256,273
ENSG00000181819,1.32,0.97,0,0,0,2.99,1.6,0,0
ENSG00000181826,104,124,126,132,96,139,218,201,243
ENSG00000181827,1976,742,2128,1870,1333,1268,771,771,896
ENSG00000181830,296,429,428,273,539,331,478,164,284
ENSG00000181837,0,0,0,0,0,0,0,0,0
ENSG00000181847,2,23,1,4,0,0,0,0,0
ENSG00000181852,1239,1465,1526,1824,1851,1407,2345,994,1328
ENSG00000181856,114,205,202,340,1168,1513,467,1213,706
ENSG00000181867,0,0,0,0,0,0,0,0,0
ENSG00000181873,157,395,422,330,359,357,535,371,299
ENSG00000181885,585,860,338,239,49,2,4.95,3,12
ENSG00000181894,396,684,823,745,581,671,479,392,607
ENSG00000181896,1224,756,632,382.17,237,163,168,68,128
ENSG00000181903,0,0,0,0,0,0,0,0,0
ENSG00000181904,861.66,577.48,1236.7,1843.09,2826.82,4420.73,2917.65,2192.56,2231.09
ENSG00000181908,6,0,1,1,6,1,2,0,4
ENSG00000181915,948,922,1191,885,1049,1046,788,392,622
ENSG00000181924,1182,1344,913,1109,1266,898,1089,405,471
ENSG00000181927,0,0,0,0,0,0,0,0,0
ENSG00000181929,805,1389,1155,1003,1240,1198,1146,730,1151
ENSG00000181938,256,557,489,291,194,59,283,64,107
ENSG00000181939,0,0,0,0,0,0,0,0,0
ENSG00000181943,0,0,0,0,0,0,0,0,0
ENSG00000181950,0,0,0,0,0,0,0,0,0
ENSG00000181958,0,0,0,0,0,0,0,0,0
ENSG00000181961,0,0,0,0,0,0,0,0,0
ENSG00000181963,0,0,0,0,0,0,0,0,0
ENSG00000181965,0,0,2,0,0,0,0,0,0
ENSG00000181977,0,0,0,0,0,0,0,0,0
ENSG00000181982,193,109,299,326,410,313,424,141,258
ENSG00000181984,0,0,0,0,0,0,0,0,0
ENSG00000181991,482,665,429,649,621,542.08,1016,323,341
ENSG00000181995,0,0,0,0,0,0,0,0,0
ENSG00000181997,0,0,0,0,0,0,0,0,0
ENSG00000182000,0,0,0,0,0,0,0,0,1
ENSG00000182004,1238.74,1769.14,1825.94,1391.24,1158.55,784.76,622.22,325.67,395.53
ENSG00000182010,1529,390,732,437,204,126,155,65,155
ENSG00000182013,830,745,1468,1963,3017,2436,1923,1492,1831
ENSG00000182021,0,0,0,0,0,1,0,0,0.5
ENSG00000182022,267,380,307,819,409,316,215,29,172
ENSG00000182035,0,0,0,0,0,0,0,0,0
ENSG00000182040,25,48,73,30,27,5,2,0,1
ENSG00000182048,0,0,0,0,0,0,0,0,0
ENSG00000182050,186,11,84,8,76,460,84,929,1454
ENSG00000182053,0,0,0,0,0,0,0,0,0
ENSG00000182054,1175,3239,2530,4967,13165,12053,11389,6670,6671
ENSG00000182057,4,4,21,10,5,0,5,2,2
ENSG00000182070,91,62,3,1,0,0,0,0,0
ENSG00000182077,0,0,0,0,0,0,0,0,0
ENSG00000182083,0,0,0,0,0,0,0,0,0
ENSG00000182087,970,2055,2495,2865,3717,2238,2173,1659,1926
ENSG00000182093,367.11,514.01,697,968.36,1249.26,935.41,858.36,468.43,444.46
ENSG00000182095,102,1719,2770.89,4044,4663,3388,4397,2666,3844
ENSG00000182103,10,187,36,33,10,12,0,4,12
ENSG00000182107,570,198,155,171,57,11,5,6,7
ENSG00000182108,261,653,599,549,681,405,500,411,495
ENSG00000182111,0,0,0,0,0,0,0,0,0
ENSG00000182117,1603,2202,1302,1495,1479,1044,1226,705,978
ENSG00000182118,29,1348.91,2399,1436.46,327,164,68.5,27,49
ENSG00000182132,52,4,22,12,49,15,6,4,32
ENSG00000182134,873,533,445,370,329,241,325,218,255
ENSG00000182141,1166.43,335,753,520,349,557.33,193,148,223.63
ENSG00000182149,2650.95,4621.94,5300.78,5328.99,4226.04,2659.77,3056.86,1946.91,2859.53
ENSG00000182150,690,681,899,953,775,918,628,586,437
ENSG00000182154,325,815,563,621,976,623,1053,547,521
ENSG00000182156,0,0,0,0,3,0,0,0,0
ENSG00000182158,2000,2469,3028,4860,4819,3762,2869,1598,2470
ENSG00000182162,15,3,3,0,0,0,0,0,0
ENSG00000182165,54,154,124,131,132,140,102,85,129
ENSG00000182168,75,655,1319,2131,1736,782,243,96,159
ENSG00000182170,0,0,0,0,0,0,0,0,0
ENSG00000182173,209,499,495,420,486,203,351,132,175
ENSG00000182175,618.9,697,1367.88,247.04,49.08,36,30.01,7,60.03
ENSG00000182177,0,0,0,0,0,0,0,0,1
ENSG00000182179,1,7,46,26,139,159,26,51,520
ENSG00000182180,1723,2569,2270,2367,2437,1635,2476,1083,1207
ENSG00000182183,10,7,7,11,14,11,3,0,0
ENSG00000182185,70,131,163,163,110,84,52,80,66
ENSG00000182187,4,4,0,0,0,0,0,1,3
ENSG00000182195,693,623,710,735,830,702,316,325,420
ENSG00000182196,1498.48,2689.51,2266.7,2086.27,2395.58,2110.57,2156.93,1373.67,1437.56
ENSG00000182197,923,1506,1737,2719,2422,2466,2000,802,2908
ENSG00000182199,3538,5595,3124,2351,3560,3320,4998,1898,1788
ENSG00000182208,115,270,257,294,423,347,323,262,468
ENSG00000182218,43,118,192,187,261,195,129,58,72
ENSG00000182220,1463,1437,2020,2683,1705,1573,1035,730,1516
ENSG00000182223,2,1,0,1,0,0,0,0,0
ENSG00000182224,553.77,552.25,4131.9,3189.79,1081.33,859.04,595.04,387.22,391.03
ENSG00000182230,0,0.9,0,1,25.85,165.52,7.18,106.43,104.16
ENSG00000182240,266,726,368,187,239,305,299,215,382
ENSG00000182247,1059,465,653,710,1101,1969,849,1405,1887
ENSG00000182253,248,182,131,175,540,761,4082,1859,3655
ENSG00000182255,3,8,28,24,174,247,139,119,333
ENSG00000182256,9,10,17,5,8,6,0,2,1
ENSG00000182257,0,0,0,0,0,0,0,0,0
ENSG00000182261,1,0,0,0,0,0,0,0,0
ENSG00000182263,778,418,1455,3625,3474,3931,1693,2640,1841
ENSG00000182264,1,5,2,0,0,0,0,0,0
ENSG00000182271,0,0,0,0,0,0,0,0,0
ENSG00000182272,430,1238,1476,1300,1520,687,293,324,402
ENSG00000182287,7376.95,2272,4380.03,2862,2310.32,4189,1740,2792.07,4100.45
ENSG00000182307,1044,2075,1693,2016,2136.9,1277,1500,982,1075
ENSG00000182308,3,2,3,1,5,7,0,4,9
ENSG00000182310,28,53,57,57,168,135,104,51,84
ENSG00000182315,0,0,0,0,0,0,0,0,0
ENSG00000182318,80,158,150,137,192,120,146,112,109
ENSG00000182324,2.01,54.05,33,41,58,35,43.1,17,31
ENSG00000182325,75,325,208.91,151.5,147.88,65,128.93,45.98,73
ENSG00000182326,132,86.06,84.15,40.08,191.05,269,366,188,758
ENSG00000182327,0,3,3,0,9,0,1,0,0
ENSG00000182329,1,3,17,31,2,3,0,0,1
ENSG00000182330,0,0,0,0,0,0,0,0,0
ENSG00000182333,0,0,0,0,1,3,0,0,3
ENSG00000182334,0,2,0,0,0,0,0,0,0
ENSG00000182346,0,0,0,0,1,0,0,0,0
ENSG00000182347,0,0,0,0,0,0,0,0,0
ENSG00000182348,0,0,0,1,0,2,0,0,0
ENSG00000182351,0,0,0,0,0,0,0,0,0
ENSG00000182352,0,0,0,0,0,0,0,0,0
ENSG00000182359,71,34,78,72,97,116,38,57,146
ENSG00000182362,319,301,390,263,337,279,282,214,238
ENSG00000182365,0,0,0,0,0,0,0,0,0
ENSG00000182366,1,0,0,1,3,2,0,0,2
ENSG00000182372,773.38,640.48,609.86,982.78,1183.83,657.95,1118.44,491.18,454.36
ENSG00000182376,0,0,1,0,0,1,1,1,0
ENSG00000182378,1987,3350,2580.72,1489,1488,865,652,571,815
ENSG00000182379,28,21,13,1,80,409,44,413,333
ENSG00000182383,0,0,0,0,0,0,0,0,0
ENSG00000182389,185.43,11.72,19,9,9,23,1,1,8
ENSG00000182393,0,0,0,0,0,0,0,0,0
ENSG00000182397,0,9.58,6,4,9,5,8.37,7,9.66
ENSG00000182400,873,510,776,853,755,1059,639,671,817
ENSG00000182405,27,39,68,98,151,151,101,87,146
ENSG00000182415,0,0,0,0,0,0,0,0,0
ENSG00000182446,1467,2310,2510,2903,2860,1656,3405,1550,2059
ENSG00000182447,0,0,0,0,8,2,0,0,0
ENSG00000182450,4,2,2,2,0.79,0,0,1,2
ENSG00000182459,20,52,28,24,3,0,1,1,0
ENSG00000182463,3,9,122,408,1063,997,223,493,532
ENSG00000182472,59,187,110,124,246,84,10,19,38
ENSG00000182473,1309,3290,3615,3768,3548,2923,3633,2127,2866
ENSG00000182477,0,0,0,0,0,0,0,0,0
ENSG00000182481,14618.51,10757.2,11472,8360.91,7036.94,3164.09,8875.69,2393.11,1279.45
ENSG00000182484,185.43,503.82,522.58,473.31,676.84,478.31,341.47,323.06,293.1
ENSG00000182487,0,0,0,4,2,1,0,0,0
ENSG00000182489,12,11,34,18,14,18,21,1,14
ENSG00000182492,158,794,1969,335,1433,2084,827,610,7566
ENSG00000182504,593,418,792,837,533,678,525,452,536
ENSG00000182508,65,26,93,129,37,15,5,2,9
ENSG00000182511,36,192,190,164,130,40,64,25,27
ENSG00000182512,1219,1436,1370,1217,1295,1071,765,548,578
ENSG00000182518,189,215,255,386,245,234,163,126,164
ENSG00000182521,1,1,2,1,0,1,0,0,0
ENSG00000182531,0,0,0,0,0,1,0,0,0
ENSG00000182533,0,0,1,1,2,2,3,22,80
ENSG00000182534,949.98,1454.39,1721.22,4100.21,8432.14,9502.87,10368.37,8195.46,10966.95
ENSG00000182541,661.02,1153.18,1143.03,1423,1276.1,538,1031.24,255,397.03
ENSG00000182544,187,450,380,335,277,166,280,163,194
ENSG00000182545,8,5,11,12,12,4,6,6,0
ENSG00000182551,693,973,885,1047,1279,1475,2775,1314,2390
ENSG00000182552,828.2,518.04,619.21,843.79,886.89,1103.9,650.74,461.33,496.1
ENSG00000182557,0,0,0,0,0,0,0,2,17
ENSG00000182565,0,0,0,0,0,0,0,0,0
ENSG00000182566,0,0,0,0,0,0,0,0,0
ENSG00000182568,916,733,1746,2146,2162,2369,800,1515,1878
ENSG00000182574,0,0,0,0,0,0,0,0,0
ENSG00000182575,88,253,272,85,309,176,254,100,279
ENSG00000182578,0,0,3,2,9,7,9,1,1
ENSG00000182580,27,1731,4232,4337,3684,2369,4342,1462,2002
ENSG00000182583,11.14,4.19,0,0,2.11,4.63,0,0,0
ENSG00000182584,0,4,3,2,3,0,2,2,3
ENSG00000182585,0,0,0,0,0,0,5,0,18
ENSG00000182586,0,0,2,2,5,0,2,0,3
ENSG00000182591,0,0,0,0,0,0,0,0,0
ENSG00000182600,13.09,23,23,14,14,7.24,6,5,15.14
ENSG00000182601,47,88,43,22,28,4,5,1,3
ENSG00000182606,1312,1195,1824,1853,3144,3909,2822,3376,3217
ENSG00000182612,12,33,29,41,42,37,13,21,29
ENSG00000182613,0,0,0,0,0,0,0,0,0
ENSG00000182621,402,265,1639.62,907,415,429,210,94,279
ENSG00000182625,0,0,0,0,0,0,0,0,0
ENSG00000182628,1901.91,1071,1239.08,1606.28,1252.82,1435.86,1681,849,804.78
ENSG00000182631,0,0,0,0,0,0,0,0,0
ENSG00000182632,0,0,0,0,0,0,0,0,0
ENSG00000182634,0,0,0,0,0,0,0,0,0
ENSG00000182636,328,1086,1599,1825,2023,1251,1183,800,958
ENSG00000182645,62,4,5,0,0,0,0,0,0
ENSG00000182648,80,86,153,140,225,221,151,136,119
ENSG00000182652,0,0,0,0,0,0,0,0,0
ENSG00000182667,489.85,181,189.29,401.75,120.89,391.76,118.98,47.95,317.51
ENSG00000182670,2167.31,3030.46,6987.74,10671.41,9327.39,10845.16,3348.51,5636.03,11065.38
ENSG00000182674,48,29,16,18,7,7,1,11,34
ENSG00000182676,0,0,0,0,0,1,10,0,1
ENSG00000182685,36,55,93,100,94,58,80,42,53
ENSG00000182687,2,4,0,2,0,1,4,0,0
ENSG00000182698,0,0,0,0,0,0,0,0,0
ENSG00000182700,12,36,28,27,73,102,31,89,141
ENSG00000182704,345,1449,1365,828,827,513,260,254,338
ENSG00000182707,0,0,0,0,0,0,0,0,0
ENSG00000182712,86.28,199.99,202.24,199.59,192.81,212.36,123.82,192.03,223.1
ENSG00000182718,1367.62,3513.93,5664.94,4812.35,7261.78,3691.13,9409.38,2796.49,8913.55
ENSG00000182722,0,0,0,0,0,0,0,0,0
ENSG00000182732,47,95,304,181,101,27,3,1,51
ENSG00000182742,0,2,59,137,321.99,172.99,131,89.94,194.77
ENSG00000182747,11,6,5,1,5,31,9,37,89
ENSG00000182749,90,324,308,380,562,431,331,197,237
ENSG00000182752,19,106,3937,779,1458,1222,1312,316,1038
ENSG00000182759,20,74,43,6,14,2,4,9,9
ENSG00000182768,2377.95,3213.25,3711.58,4055.15,4249.34,3069.18,4310.52,2538.08,2754.89
ENSG00000182771,2,14,59,39,209,514,516,325,450
ENSG00000182774,15031.98,19374.19,20251.3,17224.8,16779.91,15694.9,8504.77,8377.67,9559.79
ENSG00000182776,0,0,0,0,0,0,0,0,0
ENSG00000182782,0,0,0,0,0,0,0,0,3
ENSG00000182783,0,0,0,0,0,0,0,0,0
ENSG00000182791,8,13,13,31,21,7,59,11,10
ENSG00000182793,0,0,0,0,0,0,0,0,0
ENSG00000182795,154,37,21,11,9,6,5,5,22
ENSG00000182796,174,307,540,525,439,343,145,183,329
ENSG00000182798,9,21,6,1,0,0,3,0,0
ENSG00000182809,57,199,145,1675,5851,4973,6685,5140,5074
ENSG00000182810,123,437,343,278,302,183,280,130,108
ENSG00000182814,0,0,0,0,0,0,0,0,0
ENSG00000182816,0,0,0,0,0,0,0,0,0
ENSG00000182824,0,0,0,1,7.7,0,0,0,2
ENSG00000182827,1630,1077,1230,1818,2117,2441,2500,966,1734
ENSG00000182831,3037,3036,4838,4936,4259,4139,3903,2579,3350
ENSG00000182836,10,338,322,31,2076,7437,4486,5885,7474
ENSG00000182841,191.91,372.96,696.89,525.18,1010.12,586.12,174.49,274.28,358.94
ENSG00000182853,0,5,5,4,1,2,0,2,5
ENSG00000182854,0,0,0,0,0,0,0,0,0
ENSG00000182858,302,662,506,363,333,249,299,179,241
ENSG00000182866,1035,530,161,24,1,0,0,0,1
ENSG00000182870,13,3,6,8,5,38,17,21,39
ENSG00000182871,3026,13511,17473,33290,61479,32741,28240,14022,11499
ENSG00000182872,1475,2449,2193,1897,2014,1464,1639,943,1076
ENSG00000182873,8,47,59,62,47,19,38,26,52
ENSG00000182885,6,125,59,41,5,0,0,0,0
ENSG00000182888,0,0,0,0,1,0,0,0,0
ENSG00000182890,18.51,13.75,119.06,311.97,66.57,32.94,29.86,10.74,16.01
ENSG00000182896,0,0,0,0,0,0,0,0,0
ENSG00000182898,0,0,0,0,0,0,0,0,0
ENSG00000182899,8478,16736,14422,13439,14113,12082,7077,7048,8018
ENSG00000182901,118,93,22,3,2,3,1,0,7
ENSG00000182902,3,11,10,24,13,3,2,1,3
ENSG00000182903,2347.54,808.48,1585.7,994.62,887.98,958.24,398.53,400.39,466.35
ENSG00000182912,23,205,98,90,181,98,37,25,12
ENSG00000182916,267,223,199,333,342,384,201,157,285
ENSG00000182919,300.54,348,533.27,639.45,814.86,575.68,439.07,455.47,771.54
ENSG00000182921,1,0,0,0,0,0,0,0,0
ENSG00000182923,975,682,1014,1034,1244,1300,733,617,810
ENSG00000182931,0,2,0,0,0,0,0,0,0
ENSG00000182934,1284,2340,2155,2149,2590,1839,2517,1269,2107
ENSG00000182938,0,0,0,0,0,0,0,0,0
ENSG00000182944,9312.76,12391.29,12145.87,11179.47,8479.72,4044.71,7345.28,2596.79,2749.86
ENSG00000182950,0,0,2,1,7,5,1,0,0
ENSG00000182952,757,1106,1348,1384,1146,659,971,485,660
ENSG00000182957,1360,591,1726.41,1050.43,2014.34,1206.54,165,204,446.53
ENSG00000182963,4215,3883,4465,3397,2575,2132,2452,1629,2517
ENSG00000182965,0,0,0,0,0,0,0,0,0
ENSG00000182968,5,0,2,0,0,0,0,2,9
ENSG00000182973,1063,1204,1163,1013,1077,983,796,443,452
ENSG00000182974,0,0,0,0,0,0,0,0,0
ENSG00000182979,3581,5202.11,5232.69,3844,5653.66,3343.78,2048.29,1455.23,1790.68
ENSG00000182983,0,0,3,0,2,0,0,3,4
ENSG00000182985,930,1649,15948,3506,4324,4680,4057,2018,1675
ENSG00000182986,49.2,253.45,138.02,188.78,197.2,89.4,99.03,73.85,65.63
ENSG00000182993,35,43,84,45,35,23,23,12,30
ENSG00000183010,1489,3159,1911,1374,2483.89,1330,2030,591,983
ENSG00000183011,124,484,496,582,437,321,272,200,238
ENSG00000183018,13,4,6,22,75,25,5,32,33
ENSG00000183019,0,1,0,0,0,0,1,0,0
ENSG00000183020,773,2037,2051,2288,3056.88,2351,2133,1340,1601
ENSG00000183022,5.01,0,0,0,0,0,0,0,0
ENSG00000183023,323,82,128,11973,29437,37595,26417,22259,22476
ENSG00000183024,0,0,0,0,0,0,0,0,0
ENSG00000183032,179,79,122,181,55,44,49,11,8
ENSG00000183034,1,0,0,0,0,0,0,0,0
ENSG00000183035,0,0,0,0,0,0,0,0,0
ENSG00000183036,19,7,10,40,74,24,10,2,9
ENSG00000183044,388,292,313,310,2422,3151,545,824,758
ENSG00000183048,109,327.95,305,221,270,132,274,146,103.26
ENSG00000183049,372,359,379,151,340,453,119,148,445
ENSG00000183054,2332.34,4091.67,2675.13,3744.13,2455.82,5496.66,5126.68,2248.64,2645.33
ENSG00000183055,0,0.87,0,1.31,2.32,2.38,0,1.17,0
ENSG00000183060,140,260,298,338,284,198,360,234,246
ENSG00000183066,0,1,0,0,1,0,1,0,1
ENSG00000183067,33,10,23,11,38,28,24,4,11
ENSG00000183072,5,15,27,5075,5909,3786,4314,2829,3851
ENSG00000183077,285,557,598,493,884,653,437,387,404
ENSG00000183087,173,335,534,450,2028,1290,1341,1710,3504
ENSG00000183090,1,0,24,0,0,1,0,3,34
ENSG00000183091,79,35,11,27,30,20,77,24,29
ENSG00000183092,40,38,37,16,18,9,10,7,8
ENSG00000183098,1017,782,1815,2755,3513,4950,1819,1537,3027
ENSG00000183111,16,16,16,16,269,768,274,645,833
ENSG00000183114,13,29,26,16,36,32,10,52,115
ENSG00000183117,13,94,5,22,139,168,23,97,65
ENSG00000183122,0,0,0,0,0,0,0,0,0
ENSG00000183128,0,1,2,0,1,0,0,0,0
ENSG00000183134,4.02,6,7.11,0,13,12.24,2,1,1
ENSG00000183137,399,222,324,309,253,316,192,143,283.96
ENSG00000183145,114,73,268,1388,13,1,4,0,0
ENSG00000183146,0,0,0,0,0,0,0,0,0
ENSG00000183148,1.25,21.74,0,6.34,0,0.31,13.54,0,1.73
ENSG00000183150,293,273,201,776,128,29,25,7,7
ENSG00000183153,1,0,1,4,1,3,1,3,1
ENSG00000183154,1,0,0,1,0,0,4,2,1
ENSG00000183155,150,223,240,336,264,228,344,184,211
ENSG00000183160,5,66,108,303,254,121,5,7,6
ENSG00000183161,416,606,706,506,541,448,333,272,359
ENSG00000183166,595,182,104,23,19,61,4,59,333
ENSG00000183169,0,0,0,0,1,0,0,0,0
ENSG00000183171,1.01,0,0,1.02,2.05,2.03,0,1.03,2.02
ENSG00000183172,96,387,329,514,726,488,593,489,558
ENSG00000183185,0,0,0,0,0,0,0,0,0
ENSG00000183186,28,132,294,104,126,30,54,20,25
ENSG00000183196,508,845.94,1041,372,168,106,115,130,468
ENSG00000183199,50.69,35.38,40.17,25.66,24.93,18.27,23.72,7.15,9.2
ENSG00000183206,0,0,0,0,0,0,0,0,0
ENSG00000183207,1863,3399,2575,2415,2142,1280,2013,885,823
ENSG00000183208,22,49,67.13,71,99.78,55.36,147.87,54,73
ENSG00000183230,25,14,103,1737,2610,6052,1699,3462,6071
ENSG00000183239,0,1,1,0,1.5,0,0,0,0
ENSG00000183242,0,1,0,2,37.64,20.42,11.21,3,9
ENSG00000183246,0,40.36,29.4,30.15,41.56,25.32,28.12,10,28.44
ENSG00000183248,1966,506,392,190,387,360,226,370,585
ENSG00000183249,0,0,0,0,0,0,0,0,0
ENSG00000183250,9,29,49,47,36,32,62,18,24
ENSG00000183251,0,0,0,0,0,2,0,2,1
ENSG00000183255,2029,3430,4381,4928,9303,10051,8832,5165,5259
ENSG00000183258,1308,1782,1575,1462,2180,2874,875,1033,819
ENSG00000183260,0,2,3,1,2,1,0,1,0
ENSG00000183269,0,0,0,0,0,0,0,0,0
ENSG00000183273,13,4,0,56,233,125,65,27,6
ENSG00000183281,5.27,11.61,10.59,17.12,22.57,38.09,15.52,15.07,13.36
ENSG00000183283,712,701,864,1332,2435,2320,1931,1394,2559
ENSG00000183287,443,24,765,409,106,218,31,224,115
ENSG00000183291,1960,1461,1793,1759,1455,1290,809,513,955
ENSG00000183292,0,16,15,5.5,1.5,0,0,0,0
ENSG00000183298,7.94,51.47,16.19,23.97,21.43,0,0,13.95,10.96
ENSG00000183303,0,0,0,0,0,0,0,0,0
ENSG00000183304,0,0,0,0,0,0,0,0,0
ENSG00000183305,0,0,0,0,1,0,0,0,0
ENSG00000183307,111,216,284,198,325,230,76,100,48
ENSG00000183308,1,3,4,0,2,3,3,1,1
ENSG00000183309,831,1003,1517,1063,992,932,715,574,714
ENSG00000183310,0,0,0,0,0,0,0,0,0
ENSG00000183313,0,1,0,0,0,0,0,0,0
ENSG00000183317,15,6,2,4,2,5,3,0,0
ENSG00000183318,0,0,0,0,0,0,0,0,0
ENSG00000183323,70,74,100.45,131,72,96.49,90,53.05,57
ENSG00000183324,0,0,0,4,7,13,5,5,2
ENSG00000183336,275.04,70.39,58.65,59.66,32.55,179.76,12.57,25.97,41.48
ENSG00000183337,1298,1926,2264,2256,2506,2606,2595,1632,1796
ENSG00000183340,189,160,295,315,305,340,218,190,443
ENSG00000183346,2,4,9,2,7,7,0,0,14
ENSG00000183347,0,0,1,8,6,5,2,2,2
ENSG00000183354,782,684,1026,1231,1091,1835,744,1109,1161
ENSG00000183378,2,83,1,2,2,2,1,1,6
ENSG00000183379,56,29,130,190,59,9,0,0,4
ENSG00000183385,0,0,0,0,0,0,0,0,0
ENSG00000183386,208,714,602,626,922,408,321,169,276
ENSG00000183389,0,2,0,0,0,0,0,1,0
ENSG00000183395,0,0,0,0,0,0,1,0,0
ENSG00000183396,0,0,0,0,1,0,0,0,0
ENSG00000183397,0,11,8,10,4,7,1,1,4
ENSG00000183401,14,63,41,65,75,70,34,43,72
ENSG00000183421,68,133,83,86,81,50,4,33,130
ENSG00000183423,0,1,2,1,4,1,0,0,1
ENSG00000183426,1163.13,1658.58,1971.51,1344.52,1556.85,1061.64,682.52,608.86,1072.27
ENSG00000183431,6111,5799,4182,3322,2470,1754,2584,880,1130
ENSG00000183432,0,0,0,0,0,0,0,0,0
ENSG00000183434,0,0,1,0,0,0,0,0,0
ENSG00000183439,1.25,1,2.26,1,1,1,0,0,0
ENSG00000183444,28.96,14.88,20.89,63.4,81.94,104.62,189.22,58.68,56.08
ENSG00000183454,250,93,193,476,477,109,24,6,21
ENSG00000183458,101.3,293.58,945.8,560.24,678.56,359.08,241.91,295.18,351.38
ENSG00000183463,0,3,1,0,0,0,0,0,0
ENSG00000183470,0,0,0,0,0,0,0,0,0
ENSG00000183474,1556.54,1123.56,1058.6,1168.46,829.99,757.59,638.68,397.2,691.12
ENSG00000183475,316,357,579,677,592,550,493,321,427
ENSG00000183476,0,1,0,1,2,0,2,0,0
ENSG00000183479,1,2,0,2.47,4.81,0,2.38,0,4
ENSG00000183484,0,6,7,31,102,80,11,23,10
ENSG00000183486,65,52,39,8,0,0,10,0,32
ENSG00000183495,3094.09,3142.7,3064.29,2023.51,2058.71,1834.82,1958.65,1214.99,1212.67
ENSG00000183496,367,339,499,219,499,339,257,148,446
ENSG00000183506,218.65,575.82,978.74,759.22,1097.91,734.65,465.69,446.32,313.16
ENSG00000183508,31,43,76,58,61,53,33,12,32
ENSG00000183513,420,515,696,877,909,885,431,579,813
ENSG00000183514,0,0,0,0,0,0,0,0,0
ENSG00000183520,1565,1321,1243,1325,1042,1049,975,545,603
ENSG00000183527,1015,1080,691,662,498,436,389,150,239
ENSG00000183530,3634,2982,3617,3745,2052,1966,2436,1397,1792
ENSG00000183535,0,0,0,0,0,0,0,1,0
ENSG00000183542,0,0,0,0,0,0,0,0,0
ENSG00000183549,0,2,0,2,2,5,0,2,25
ENSG00000183559,0,0,1,0,0,0,0,0,0
ENSG00000183560,0,0,1,0,0,0,0,0,0
ENSG00000183562,0,0,0,0,0,0,0,0,0
ENSG00000183566,0,0,0,0,0,0,0,0,0
ENSG00000183569,2.98,105.86,274.2,123.51,80.37,40.68,30.78,41.4,36.14
ENSG00000183570,193,212,100,73,69,46,38,18,63
ENSG00000183571,1,0,0,0,0,0,0,0,0
ENSG00000183576,1895,1988,2022,1805,2431,2445,1901,1677,2139
ENSG00000183578,7,7,9,10,12,12,102,16,10
ENSG00000183579,569,622,710,1031,1024,735,631,570,670
ENSG00000183580,631,515,759,708,1569,2730,3186,2971,2296
ENSG00000183586,0,0,0,0,0,0,0,0,0
ENSG00000183597,113,239,146,157,227,237,315,236,366
ENSG00000183598,1,0.81,0,1.42,4,0.82,0,0,0
ENSG00000183604,129.38,173.9,197.18,332.33,276.44,221.13,159.77,185.58,262.21
ENSG00000183605,225,494,362,730,1187,827,1238,511,395
ENSG00000183607,0,1,1,7,0,0,5,0,6
ENSG00000183615,15,17,33,11,5,11,7,3,30
ENSG00000183617,183,607,343,317,319,226,400,169,131
ENSG00000183621,143,93,128,140,178,176,94,92,201
ENSG00000183624,847,1691,1507,1964,1950,977,2460,648,907
ENSG00000183625,0,0,0,0,0,0,0,0,0
