gene_id,rep1_d_13,rep1_d_20,rep1_d_30,rep2_d_13,rep2_d_20,rep2_d_30,rep3_d_13,rep3_d_20,rep3_d_30
ENSG00000267834.1,2,4,6,2,5,2,7,1,5
ENSG00000148341.18,1695,1581,1421,1153,1119,1485,2326,1182,995
ENSG00000148343.18,660,723,973,702,579,959,647,610,732
ENSG00000287234.1,3,2,0,5,3,0,10,1,0
ENSG00000167130.18,405,376,360,454,266,485,466,232,160
ENSG00000095321.17,740,1171,2003,748,990,1797,947,1081,1329
ENSG00000234055.1,0,0,2,0,2,0,2,0,2
ENSG00000119383.20,3567,3646,5321,3615,2624,5711,4138,3774,3717
ENSG00000235007.3,1,0,0,0,0,0,4,0,0
ENSG00000268707.1,11,11,3,6,3,3,6,5,7
ENSG00000188483.8,560,597,336,500,313,645,1151,193,100
ENSG00000204055.5,1,0,0,0,0,0,0,0,0
ENSG00000224307.2,6,1,0,4,1,0,5,2,0
ENSG00000179082.3,25,3,18,3,8,6,13,1,28
ENSG00000268615.1,0,5,0,3,2,0,0,0,2
ENSG00000233901.6,72,58,45,35,50,85,121,39,24
ENSG00000242281.3,0,0,0,0,0,0,0,0,0
ENSG00000236146.2,0,0,0,0,0,0,0,0,0
ENSG00000230676.1,1,0,0,0,0,0,3,0,1
ENSG00000226355.2,10,1,0,0,2,0,9,0,0
ENSG00000204054.14,348,1008,756,264,595,967,741,522,273
ENSG00000261334.1,0,0,0,0,1,3,1,0,2
ENSG00000286078.1,0,0,0,0,0,0,0,0,0
ENSG00000227619.3,2,0,0,1,0,1,1,0,0
ENSG00000148335.15,387,409,464,531,208,663,425,349,327
ENSG00000179058.7,10,11,7,11,8,7,12,9,7
ENSG00000148331.12,474,696,536,521,472,594,528,438,253
ENSG00000234789.1,2,1,2,6,4,3,2,4,1
ENSG00000167157.11,274,17,117,37,10,144,457,14,1
ENSG00000236024.1,0,0,0,0,0,0,0,0,0
ENSG00000148344.11,109,73,42,66,38,49,141,21,2
ENSG00000233909.1,0,0,0,0,0,0,2,0,0
ENSG00000136816.16,352,501,488,354,438,541,367,349,153
ENSG00000136827.12,702,1170,780,812,933,995,805,890,375
ENSG00000136819.15,699,657,762,671,544,906,753,585,406
ENSG00000136878.14,749,626,817,340,493,803,663,455,451
ENSG00000276124.1,0,0,1,0,0,0,0,2,0
ENSG00000224988.1,0,0,1,0,0,2,0,1,0
ENSG00000187239.17,1116,2226,2506,2019,1629,3336,1348,2200,1486
ENSG00000230684.1,0,0,2,0,1,0,1,0,2
ENSG00000270755.1,2,0,2,2,3,2,1,1,4
ENSG00000148358.19,2539,3671,4574,2030,3162,4650,2794,2920,2184
ENSG00000223188.1,1,0,0,0,2,0,2,0,0
ENSG00000196979.1,1,0,6,0,0,3,2,3,1
ENSG00000107130.10,1825,3349,4739,2070,2521,5177,2052,3365,2356
ENSG00000148357.16,95,2,514,57,107,138,43,4,26
ENSG00000264169.2,0,0,0,0,0,0,0,0,0
ENSG00000130707.18,716,1795,2901,453,1504,2158,867,631,789
ENSG00000107164.16,2242,1557,2089,1731,1363,1962,2275,960,1240
ENSG00000277713.1,0,2,0,0,0,0,0,0,0
ENSG00000232172.1,6,0,0,0,0,0,0,0,0
ENSG00000130711.5,238,13,0,13,2,4,169,4,0
ENSG00000130713.16,821,465,543,566,340,522,818,311,275
ENSG00000097007.19,2913,3576,4607,2178,3725,4908,3240,2180,1975
ENSG00000288570.1,0,0,0,0,0,0,0,0,0
ENSG00000224797.1,0,0,0,0,0,0,1,0,0
ENSG00000188710.3,7,7,22,8,9,9,3,0,3
ENSG00000130720.13,36,21,33,4,82,56,17,1,14
ENSG00000236658.1,1,0,0,0,1,0,0,0,1
ENSG00000050555.18,221,148,378,274,776,231,228,31,31
ENSG00000252582.1,0,0,0,0,0,0,0,0,0
ENSG00000126878.13,3006,1665,1498,1165,1295,2447,2585,2992,954
ENSG00000126883.17,1026,1028,1824,867,797,1464,1191,696,980
ENSG00000252622.1,0,0,0,0,0,0,1,0,0
ENSG00000236986.6,1,0,0,0,0,1,3,0,0
ENSG00000246851.1,5,0,7,0,5,5,8,2,2
ENSG00000226987.1,1,3,3,0,2,6,0,0,1
ENSG00000126882.13,822,2672,4435,1275,1835,3919,1305,3730,4003
ENSG00000286547.1,0,0,14,4,0,1,1,0,10
ENSG00000160539.6,124,481,909,189,310,566,267,599,751
ENSG00000285287.1,0,1,9,3,0,4,2,0,0
ENSG00000130723.20,5806,7092,15663,3733,5934,12410,7793,4603,8354
ENSG00000235284.1,0,0,2,2,1,2,2,0,0
ENSG00000231587.1,25,14,14,5,11,24,25,1,21
ENSG00000176868.2,0,0,0,0,0,0,0,0,0
ENSG00000130714.17,753,769,865,400,538,765,714,557,549
ENSG00000230289.1,3,1,11,2,6,1,4,1,2
ENSG00000130717.13,608,547,843,619,437,712,726,425,447
ENSG00000283526.1,81,0,4,8,0,3,9,0,1
ENSG00000107263.18,1804,3188,5685,2224,2556,4567,1889,3663,3655
ENSG00000240853.3,0,0,4,0,0,0,1,0,0
ENSG00000231018.1,0,0,0,0,0,0,0,0,0
ENSG00000212395.1,0,0,0,0,0,0,0,0,0
ENSG00000236687.1,0,0,0,0,0,0,0,0,0
ENSG00000160563.14,374,429,300,542,333,412,417,343,209
ENSG00000196358.11,49,15,48,50,12,57,137,8,20
ENSG00000107290.14,1252,1816,5110,1246,1736,3019,1361,1180,2646
ENSG00000125482.13,407,296,409,361,298,378,480,267,226
ENSG00000188523.8,17,0,2,5,5,8,13,2,1
ENSG00000252521.1,0,0,0,0,0,0,0,0,0
ENSG00000125492.10,88,0,5,12,0,2,23,0,0
ENSG00000125485.17,354,305,243,251,220,267,250,148,137
ENSG00000125484.12,1259,1291,1979,944,1086,1499,1401,850,1055
ENSG00000165695.10,26,14,8,7,15,11,24,3,2
ENSG00000224992.2,2,0,0,0,0,0,0,0,0
ENSG00000165698.16,85,131,81,58,81,63,154,67,80
ENSG00000165699.15,1135,1298,2546,600,949,1646,1142,625,1552
ENSG00000165702.14,4,7,8,12,4,10,4,1,4
ENSG00000263816.1,0,0,0,0,0,0,0,0,0
ENSG00000234907.1,0,0,0,0,0,0,0,0,0
ENSG00000238558.1,0,0,0,0,0,0,0,0,0
ENSG00000196205.8,5949,938,12604,3492,602,8548,5064,808,5290
ENSG00000148308.18,1115,1207,1795,1155,804,1810,1417,845,1067
ENSG00000273932.1,0,0,0,0,0,0,0,0,5
ENSG00000170835.16,19,29,48,23,43,25,35,26,33
ENSG00000170827.9,2,2,0,0,0,0,3,0,0
ENSG00000160271.16,275,216,281,118,181,342,275,118,133
ENSG00000285245.1,0,0,0,0,0,0,0,0,0
ENSG00000148288.13,52,102,160,77,133,158,54,23,39
ENSG00000171102.14,0,3,0,1,2,5,4,2,0
ENSG00000119440.8,0,0,1,1,1,0,2,0,0
ENSG00000175164.15,45,74,24,20,66,34,54,8,5
ENSG00000201843.1,0,0,0,0,0,0,0,0,0
ENSG00000204031.3,0,0,0,0,0,0,0,0,0
ENSG00000148296.7,953,990,958,968,868,1081,998,495,458
ENSG00000201451.1,2,1,5,0,0,2,6,0,0
ENSG00000148297.16,1211,1121,1207,1022,966,1503,1334,809,639
ENSG00000230064.1,0,0,0,0,0,0,0,0,0
ENSG00000148303.17,29982,16457,14516,18163,12696,12995,23847,12480,7701
ENSG00000206611.1,0,0,0,0,0,0,0,0,0
ENSG00000200831.1,0,0,0,0,0,0,0,0,0
ENSG00000199744.1,0,0,0,0,0,0,0,0,0
ENSG00000252542.1,0,1,0,0,0,0,0,0,0
ENSG00000148290.10,414,388,488,313,299,422,476,290,361
ENSG00000148291.10,201,188,237,298,155,337,284,154,228
ENSG00000148248.14,4139,7572,6706,5090,6200,9413,3897,4956,2681
ENSG00000198870.8,58,17,55,10,16,20,58,8,31
ENSG00000148300.12,698,556,1098,742,331,1010,835,391,657
ENSG00000160323.18,285,188,209,75,149,160,309,103,151
ENSG00000160325.14,1038,1298,1624,761,975,1480,1263,987,1144
ENSG00000160326.14,106,590,166,297,316,369,164,275,41
ENSG00000187616.5,0,6,4,1,2,2,1,4,5
ENSG00000197859.11,207,68,208,42,190,374,119,62,69
ENSG00000196990.9,53,3,26,5,8,5,33,0,0
ENSG00000261018.1,0,0,0,0,0,0,0,0,0
ENSG00000123454.12,22,6,13,5,2,20,22,12,10
ENSG00000225756.1,20,15,24,10,8,32,39,3,20
ENSG00000123453.18,130,75,128,40,70,144,198,62,47
ENSG00000160293.17,1112,1481,720,779,1238,1049,1166,505,389
ENSG00000235106.10,449,547,717,309,489,626,640,393,368
ENSG00000169925.17,1678,1779,2250,769,1404,2271,1628,980,1170
ENSG00000235138.1,14,24,18,7,15,27,25,7,23
ENSG00000271525.1,1,0,0,0,0,0,0,0,0
ENSG00000273249.1,4,2,1,0,2,0,6,0,1
ENSG00000196363.9,1393,1062,810,1183,683,916,1209,603,398
ENSG00000221676.1,0,0,0,0,0,0,3,1,2
ENSG00000273473.1,8,7,3,0,0,8,7,3,1
ENSG00000223729.1,0,0,0,0,0,0,0,0,0
ENSG00000279929.1,1,0,0,0,0,0,2,0,0
ENSG00000186350.12,1649,825,2144,991,794,1437,1537,477,1313
ENSG00000263897.1,0,0,0,0,0,0,0,0,0
ENSG00000223795.2,0,0,0,0,0,2,0,0,0
ENSG00000228877.2,2,0,2,0,1,5,2,0,0
ENSG00000227150.1,0,0,0,0,0,1,0,0,0
ENSG00000130635.16,7415,28089,54886,9238,41741,63188,8737,16490,6502
ENSG00000204011.5,1,1,10,6,1,7,2,3,1
ENSG00000286502.1,10,24,30,7,32,36,23,9,7
ENSG00000264744.1,0,0,0,0,0,0,0,0,0
ENSG00000265872.1,0,0,0,0,0,0,0,0,0
ENSG00000265848.1,0,0,0,0,0,0,0,0,0
ENSG00000264163.1,0,0,0,0,0,1,0,0,0
ENSG00000264136.1,0,2,0,0,0,0,0,0,0
ENSG00000266827.1,0,0,1,0,0,0,0,0,0
ENSG00000266514.1,0,0,0,0,0,1,0,0,0
ENSG00000232355.2,0,0,0,0,0,0,0,0,0
ENSG00000160339.16,0,0,0,0,0,0,0,0,0
ENSG00000085265.11,0,0,0,0,0,0,0,0,0
ENSG00000236403.2,0,0,0,0,0,0,0,1,0
ENSG00000279935.1,0,0,0,0,0,0,0,0,0
ENSG00000130558.20,180,54,32,111,52,54,219,48,18
ENSG00000227958.1,0,0,0,0,0,0,0,0,0
ENSG00000233936.1,0,0,0,0,0,0,0,0,0
ENSG00000178243.4,0,0,0,0,0,0,0,0,0
ENSG00000235572.3,0,0,0,0,0,0,0,0,0
ENSG00000224682.1,11,2,0,0,0,0,7,0,0
ENSG00000225361.4,112,67,86,53,69,51,84,29,34
ENSG00000196422.11,1279,896,1198,579,797,1012,1281,562,645
ENSG00000160345.13,86,199,96,173,115,123,166,86,65
ENSG00000122140.11,743,907,785,930,575,897,886,556,497
ENSG00000226706.1,9,4,2,7,4,4,3,0,1
ENSG00000160349.9,13,4,27,6,27,21,4,0,0
ENSG00000122136.13,0,8,32,5,14,7,7,3,1
ENSG00000122133.17,2,6,0,5,6,2,0,1,0
ENSG00000237339.5,0,0,0,0,0,0,0,0,0
ENSG00000224045.1,0,4,0,0,0,0,0,0,0
ENSG00000236543.3,0,0,0,0,0,0,0,0,0
ENSG00000204007.7,0,0,0,6,0,0,9,0,0
ENSG00000148386.9,2,0,4,0,52,0,2,0,0
ENSG00000165643.11,0,0,0,0,0,0,4,0,0
ENSG00000107147.14,11,7,35,1,8,11,8,2,9
ENSG00000130559.19,1456,2129,2506,1304,1634,2873,2074,1458,1469
ENSG00000238058.2,36,48,78,40,30,89,73,22,41
ENSG00000130560.9,751,674,727,724,572,882,804,524,501
ENSG00000148411.8,454,2749,2746,569,2214,2935,447,1447,1297
ENSG00000260193.1,5,6,14,3,6,19,4,4,10
ENSG00000238227.8,735,760,847,478,538,815,827,379,375
ENSG00000275329.1,4,2,1,0,2,2,4,2,1
ENSG00000107187.17,0,0,0,0,0,0,2,0,0
ENSG00000165661.17,725,636,462,644,320,515,1059,277,142
ENSG00000260220.7,5,9,10,5,3,11,16,6,2
ENSG00000279813.1,0,0,0,0,0,0,0,0,0
ENSG00000283769.1,0,1,0,0,0,0,0,0,0
ENSG00000262075.3,5,7,5,10,7,9,26,6,1
ENSG00000160360.13,2153,1784,2120,1495,1734,1993,2225,1048,1116
ENSG00000213221.5,9,3,0,7,5,6,4,3,2
ENSG00000187796.15,70,93,78,51,84,87,40,61,28
ENSG00000165684.4,734,554,454,412,437,495,536,243,296
ENSG00000165689.17,996,958,546,700,578,650,849,463,249
ENSG00000165688.12,1603,1680,1503,1417,1172,1785,1555,1364,1055
ENSG00000148384.14,607,496,428,400,419,471,608,285,249
ENSG00000148396.18,2208,3815,4846,1761,3367,4892,2096,1908,1922
ENSG00000196366.3,26,16,14,14,19,5,39,14,5
ENSG00000148400.12,1322,1374,948,1277,47,1404,1838,365,247
ENSG00000263403.1,0,0,0,0,0,0,0,0,0
ENSG00000227512.1,3,1,4,4,7,5,9,1,3
ENSG00000265181.1,0,0,0,0,0,0,0,0,0
ENSG00000237886.1,82,22,16,16,133,38,81,12,3
ENSG00000279141.3,6,1,2,11,5,0,3,0,0
ENSG00000228401.5,0,0,0,1,0,0,0,0,0
ENSG00000172889.16,885,394,288,1443,495,388,797,272,151
ENSG00000199161.1,3,0,0,6,0,0,1,0,0
ENSG00000169692.13,341,395,634,374,449,649,500,337,359
ENSG00000165716.11,972,1162,855,858,815,888,1180,1053,570
ENSG00000233016.7,1135,773,695,1193,724,578,1444,543,390
ENSG00000280496.1,0,0,0,0,0,0,0,0,0
ENSG00000276161.1,0,0,0,0,0,0,0,0,0
ENSG00000274998.1,0,0,0,0,0,0,0,0,0
ENSG00000281808.1,0,0,0,0,0,0,0,0,0
ENSG00000274356.1,13,5,6,4,11,3,8,0,2
ENSG00000187922.14,2,0,0,0,0,0,0,0,0
ENSG00000204003.8,0,0,0,0,0,0,0,0,0
ENSG00000267206.6,2,0,0,0,0,0,0,0,0
ENSG00000278756.1,0,0,0,0,0,0,0,0,0
ENSG00000204001.9,0,0,0,1,0,0,7,0,0
ENSG00000177984.7,30,0,0,9,8,4,24,13,0
ENSG00000224662.2,0,0,0,1,0,0,1,2,0
ENSG00000244187.8,875,916,684,1259,1004,1157,1259,776,492
ENSG00000272896.1,1,0,0,1,3,0,0,0,0
ENSG00000213213.14,193,122,110,138,232,125,236,64,76
ENSG00000273066.5,584,267,152,234,1082,211,594,143,80
ENSG00000272679.1,0,0,0,0,1,0,0,0,0
ENSG00000228544.1,96,29,50,27,120,69,75,18,39
ENSG00000196642.19,3599,3051,4219,3253,2675,4602,4451,1837,2434
ENSG00000213212.3,34,8,10,8,83,19,41,2,17
ENSG00000265806.1,31,22,24,20,27,20,29,17,15
ENSG00000232434.2,225,502,594,231,711,676,395,379,324
ENSG00000054148.18,1991,3201,2892,2522,2481,4287,2749,3069,2550
ENSG00000177943.14,201,223,149,219,272,273,259,109,158
ENSG00000107223.13,2842,2307,3268,3668,1806,4382,3398,1962,2414
ENSG00000127191.18,526,363,442,516,246,495,505,269,221
ENSG00000266507.1,4,0,9,2,1,15,4,1,7
ENSG00000213590.2,0,2,5,2,1,2,2,1,0
ENSG00000260190.1,1,6,2,5,1,5,3,1,0
ENSG00000159069.14,1266,2006,2925,1367,1833,2502,1503,1143,1710
ENSG00000176919.13,10,1,1,10,9,11,3,3,1
ENSG00000184925.12,22,16,30,10,27,18,15,16,27
ENSG00000198454.2,1,0,2,0,1,0,0,0,0
ENSG00000107317.13,0,1,2,0,4,0,1,0,0
ENSG00000284341.1,0,0,0,0,0,0,0,0,0
ENSG00000214402.7,3,0,0,1,0,1,4,1,0
ENSG00000148362.11,348,304,186,358,239,277,414,225,121
ENSG00000169583.13,6,6,7,0,2,1,2,0,0
ENSG00000107331.17,1131,1341,2108,576,2013,2259,1974,884,1235
ENSG00000180539.8,10,11,11,7,15,5,12,7,9
ENSG00000180549.8,1,0,6,0,2,1,0,0,0
ENSG00000279073.3,0,0,0,0,0,0,0,0,0
ENSG00000107281.10,659,1703,732,697,1688,966,966,939,325
ENSG00000054179.12,7,0,15,1,13,6,8,3,2
ENSG00000236394.2,0,0,0,0,0,0,0,0,0
ENSG00000229257.2,0,0,0,0,0,0,0,0,0
ENSG00000186193.9,318,116,306,355,98,355,512,76,214
ENSG00000231864.2,0,0,0,0,0,0,0,0,0
ENSG00000197355.11,84,172,217,79,206,231,176,160,223
ENSG00000268996.3,29,74,41,44,98,53,77,45,16
ENSG00000177239.15,1400,1654,1746,958,1837,1813,1524,987,881
ENSG00000199411.1,0,0,0,0,0,2,0,0,0
ENSG00000176978.14,574,841,651,286,746,847,1281,783,673
ENSG00000176884.16,4,7,3,9,3,10,5,8,3
ENSG00000184709.7,3,0,0,0,5,0,3,0,0
ENSG00000261793.1,0,0,0,0,0,0,0,0,0
ENSG00000263697.1,0,0,0,0,0,0,0,0,0
ENSG00000185863.8,0,0,0,0,0,0,0,0,0
ENSG00000176248.9,908,839,1138,653,672,1058,923,526,645
ENSG00000176101.12,649,927,1150,1082,645,1396,834,729,697
ENSG00000176058.13,379,446,719,408,445,815,466,297,431
ENSG00000187713.7,772,720,994,565,567,884,793,505,561
ENSG00000188566.14,412,284,377,278,235,375,357,154,188
ENSG00000284976.1,303,258,213,199,201,284,241,122,122
ENSG00000212864.3,146,304,269,125,223,221,234,281,215
ENSG00000197191.6,52,57,42,23,47,44,67,29,27
ENSG00000233198.4,41,16,26,6,24,23,38,8,11
ENSG00000198569.10,99,9,52,11,44,40,48,6,46
ENSG00000188229.6,4413,5089,5739,8778,2742,6852,7137,3809,3359
ENSG00000188163.8,6,1,4,25,2,0,5,0,4
ENSG00000275549.1,7,0,6,11,2,0,19,0,0
ENSG00000197768.10,13,5,0,3,4,8,17,1,2
ENSG00000188986.8,1606,1484,1651,1457,999,1996,1794,1062,1054
ENSG00000198113.3,447,724,555,629,294,610,619,552,571
ENSG00000270259.2,0,0,0,0,0,0,2,0,0
ENSG00000260996.1,0,12,0,1,6,1,2,1,0
ENSG00000288234.1,3,0,0,2,1,0,2,0,0
ENSG00000198435.4,273,544,88,307,469,307,625,200,51
ENSG00000187609.16,556,184,235,121,196,216,488,118,168
ENSG00000188747.8,87,99,58,8,59,46,138,38,64
ENSG00000188833.10,23,3,5,8,0,4,13,1,5
ENSG00000165802.23,1831,2054,1862,1160,1615,2248,2156,1411,1060
ENSG00000284317.1,0,0,0,0,0,0,0,0,0
ENSG00000130653.16,35,29,23,4,44,22,59,28,29
ENSG00000182154.8,890,1148,1810,1452,726,3054,1171,1194,1905
ENSG00000148399.13,860,587,379,623,519,398,793,433,234
ENSG00000165724.6,760,526,556,488,358,740,670,346,367
ENSG00000197070.14,469,485,610,315,417,388,550,314,359
ENSG00000283411.1,0,0,0,0,0,0,0,0,0
ENSG00000203993.6,527,345,543,353,343,374,584,216,246
ENSG00000181090.21,1814,1506,1973,1180,1355,1846,1779,883,1167
ENSG00000274841.1,0,0,0,1,0,0,0,0,1
ENSG00000233998.1,0,0,0,0,1,0,0,0,0
ENSG00000255585.3,34,9,40,9,25,23,34,11,20
ENSG00000207693.1,0,0,2,0,0,0,0,0,0
ENSG00000203987.3,0,1,0,1,0,0,0,0,0
ENSG00000148408.13,38,410,197,61,435,369,106,870,290
ENSG00000276388.1,0,0,0,0,0,0,0,0,0
ENSG00000229926.1,0,0,0,0,0,0,0,0,0
ENSG00000159247.13,31,10,4,22,56,10,24,5,0
ENSG00000278130.1,0,0,0,0,0,0,0,0,0
ENSG00000237419.1,0,0,0,0,0,0,0,0,0
ENSG00000233013.10,6,3,9,0,6,15,5,1,0
ENSG00000223256.1,0,0,0,0,0,0,0,0,0
ENSG00000250210.5,0,0,0,0,0,0,0,0,0
ENSG00000286255.1,0,0,0,0,0,0,0,0,0
ENSG00000260370.1,0,0,0,0,0,0,0,0,0
ENSG00000237297.1,0,0,0,0,0,0,0,0,0
ENSG00000261456.6,0,0,0,0,0,0,1,0,0
ENSG00000232420.2,0,0,0,0,0,0,0,0,0
ENSG00000015171.20,1318,2122,2662,1372,1883,2338,1526,1788,1618
ENSG00000276662.1,1,1,6,0,0,1,1,2,3
ENSG00000212331.1,0,0,0,0,0,0,1,0,0
ENSG00000151240.17,772,1282,1926,599,1140,1738,1083,1087,1042
ENSG00000201861.1,1,3,0,0,1,2,0,0,0
ENSG00000239822.3,0,0,0,0,0,0,2,0,0
ENSG00000233021.2,2,0,0,0,0,0,0,0,1
ENSG00000225140.1,1,0,2,1,1,1,1,0,1
ENSG00000263511.1,1,0,0,0,0,0,0,0,0
ENSG00000180525.13,11,1,16,7,0,3,22,4,14
ENSG00000231601.1,0,0,0,0,0,0,0,0,0
ENSG00000107929.15,1579,2276,2716,1374,1644,2310,1673,1714,1496
ENSG00000229869.1,1,0,0,1,0,0,1,0,0
ENSG00000205740.2,35,45,45,35,24,33,63,24,25
ENSG00000107937.19,1559,1400,1332,1797,939,1623,1471,1191,714
ENSG00000148377.6,0,0,3,0,0,0,0,0,0
ENSG00000232656.8,48,23,48,36,39,11,44,21,19
ENSG00000067064.11,1263,1748,943,2113,1125,1488,1656,2326,374
ENSG00000047056.16,553,903,1032,480,776,897,593,502,604
ENSG00000229205.5,0,1,0,0,1,0,1,1,0
ENSG00000185736.16,48,16,12,21,22,22,139,7,8
ENSG00000287043.1,0,0,0,2,0,0,5,0,0
ENSG00000282390.1,3,0,1,0,0,3,12,0,0
ENSG00000233052.1,0,0,0,0,0,0,0,0,0
ENSG00000205696.4,1,0,0,0,0,0,1,0,0
ENSG00000287653.1,0,0,0,0,0,0,0,0,0
ENSG00000234962.6,0,0,0,1,0,0,0,0,0
ENSG00000226694.2,0,0,0,0,0,0,0,0,0
ENSG00000278069.1,0,0,0,0,0,0,0,0,0
ENSG00000252998.1,0,0,0,0,0,0,0,0,0
ENSG00000227912.2,0,0,0,0,0,0,0,0,0
ENSG00000231326.7,0,0,0,0,0,0,0,0,0
ENSG00000212156.1,0,0,0,0,0,0,0,0,0
ENSG00000234556.1,0,0,0,0,0,0,0,0,0
ENSG00000234170.6,0,0,0,0,0,0,0,0,0
ENSG00000237500.1,0,0,0,0,0,0,0,0,0
ENSG00000235281.2,0,0,0,0,1,0,0,0,0
ENSG00000286858.1,0,0,0,0,0,0,0,0,0
ENSG00000231743.1,0,0,0,0,0,0,1,0,0
ENSG00000234182.2,0,0,0,0,0,0,4,0,0
ENSG00000287560.1,4,18,2,10,1,16,28,23,1
ENSG00000273001.1,55,47,55,49,44,62,49,53,73
ENSG00000067057.17,8811,10007,23942,15680,5257,24944,9337,11019,18220
ENSG00000278419.1,0,0,0,0,0,0,0,0,0
ENSG00000107959.16,576,1202,1286,794,866,1444,686,866,827
ENSG00000237399.7,6,11,16,13,10,15,20,13,20
ENSG00000288566.1,0,0,0,0,0,0,0,0,0
ENSG00000236968.1,0,2,0,2,2,0,0,4,0
ENSG00000226762.4,1,15,0,7,14,12,1,8,0
ENSG00000227338.2,0,0,0,2,0,0,0,0,0
ENSG00000287428.1,1,0,0,1,0,0,2,0,0
ENSG00000286610.1,0,0,0,0,0,0,0,0,0
ENSG00000233321.2,0,0,0,3,2,0,1,2,1
ENSG00000236892.2,0,0,0,0,0,0,1,0,0
ENSG00000229672.3,0,0,0,0,1,1,0,0,0
ENSG00000228353.1,0,0,0,2,0,0,0,0,0
ENSG00000067082.15,1700,2484,2855,2320,2459,3677,1545,903,823
ENSG00000287175.1,0,0,0,2,0,0,0,0,0
ENSG00000230573.1,0,0,0,0,0,0,0,0,0
ENSG00000226005.5,8,8,1,7,33,8,2,2,1
ENSG00000274809.1,1,0,0,0,0,0,0,0,0
ENSG00000227101.2,0,0,0,0,0,0,0,0,0
ENSG00000236990.1,1,1,0,0,0,0,1,0,0
ENSG00000233117.4,10,162,206,49,205,240,41,220,73
ENSG00000224382.2,0,1,1,0,1,0,0,0,0
ENSG00000230096.1,0,0,0,0,0,0,0,0,0
ENSG00000287246.1,0,0,0,0,0,0,0,0,0
ENSG00000286687.1,0,0,0,0,0,0,2,0,0
ENSG00000207124.1,0,0,0,0,0,0,0,0,0
ENSG00000231298.7,0,7,4,2,0,2,1,0,0
ENSG00000225269.3,0,0,0,1,0,0,0,0,0
ENSG00000287023.1,0,0,0,0,1,0,0,0,1
ENSG00000165568.18,31,18,18,17,25,21,49,9,7
ENSG00000151631.8,3,0,3,1,0,0,5,0,0
ENSG00000238840.1,2,0,0,1,0,0,2,0,0
ENSG00000187134.14,368,171,113,382,174,294,705,186,109
ENSG00000151632.17,36,37,26,77,36,22,30,36,14
ENSG00000224251.6,0,0,0,5,0,1,3,0,0
ENSG00000239148.1,0,0,1,0,0,0,0,0,0
ENSG00000196139.14,32,35,20,31,54,22,11,40,9
ENSG00000239142.1,0,0,0,0,0,0,0,0,0
ENSG00000225418.1,0,0,0,0,0,0,0,0,0
ENSG00000264006.8,0,0,0,0,0,0,0,0,0
ENSG00000198610.11,0,0,0,0,0,0,0,0,0
ENSG00000228291.1,0,0,0,0,0,0,0,0,0
ENSG00000287848.1,0,0,0,0,0,0,0,0,0
ENSG00000231039.2,0,0,0,0,0,0,0,0,0
ENSG00000224034.1,0,0,0,0,0,0,0,0,0
ENSG00000215267.8,0,1,0,0,0,1,0,0,0
ENSG00000223987.1,0,0,0,0,0,0,0,0,0
ENSG00000280450.1,0,0,0,0,0,0,0,0,0
ENSG00000178473.7,0,0,0,1,0,0,0,0,0
ENSG00000178462.12,0,5,0,0,0,0,0,0,0
ENSG00000173848.19,1320,851,742,1138,576,1077,1060,644,310
ENSG00000178372.8,0,0,0,0,0,0,0,0,0
ENSG00000205488.9,19,31,91,7,18,36,13,8,43
ENSG00000178363.5,1,0,4,2,0,0,0,1,0
ENSG00000256462.1,0,0,0,0,0,0,0,0,0
ENSG00000287566.1,0,0,0,0,0,0,0,1,0
ENSG00000287235.1,0,0,0,0,0,0,1,0,0
ENSG00000242147.3,0,0,3,4,0,10,4,0,0
ENSG00000228685.1,0,0,0,0,0,0,0,0,0
ENSG00000240577.3,0,0,0,0,0,0,0,0,0
ENSG00000196372.13,355,147,330,162,209,291,428,145,164
ENSG00000108021.20,1272,1614,2088,1011,1553,1765,1018,1092,982
ENSG00000226647.2,1,0,6,3,3,3,3,0,0
ENSG00000057608.17,6518,5616,8795,5880,4395,8107,6843,4442,4976
ENSG00000270427.1,3,6,1,4,15,6,7,3,1
ENSG00000272764.1,12,6,2,6,8,8,7,7,0
ENSG00000134461.16,248,165,185,109,99,134,225,90,163
ENSG00000240180.1,0,0,0,0,0,0,0,0,0
ENSG00000134452.20,1424,1853,2988,1273,1051,2545,1400,1323,2317
ENSG00000232807.2,15,15,50,14,15,9,7,5,27
ENSG00000134470.21,5,5,1,18,0,3,0,1,3
ENSG00000134460.18,0,0,2,0,0,0,7,0,0
ENSG00000251922.1,0,0,0,0,0,0,0,0,0
ENSG00000229664.1,0,0,0,0,0,0,0,0,0
ENSG00000214015.3,0,0,0,0,0,0,0,0,0
ENSG00000134453.16,1746,1510,1385,1752,1184,1563,2007,1012,814
ENSG00000170525.21,1721,1808,1049,2099,2100,1942,2130,1493,400
ENSG00000201581.1,1,0,0,5,0,0,1,0,0
ENSG00000263628.1,0,0,0,0,0,0,0,0,0
ENSG00000283634.1,0,0,0,0,0,0,0,0,0
ENSG00000213994.3,3,0,0,2,5,0,7,2,3
ENSG00000238366.1,0,0,0,0,0,0,0,0,0
ENSG00000215244.3,16,0,8,3,8,1,35,2,1
ENSG00000226705.1,0,0,0,0,0,0,1,0,0
ENSG00000212743.2,11,5,2,1,6,0,9,0,0
ENSG00000065675.15,37,29,15,25,39,17,65,6,1
